# of predictors,i,predictors,fold,jaccard_score
6,120,0|2|4|5|8|9,1,0.42489791413751243
6,120,0|2|4|5|8|9,2,0.5289206917113893
6,120,0|2|4|5|8|9,3,0.4664648558988182
6,120,0|2|4|5|8|9,4,0.5109193245778612
6,121,0|2|5|7|9|10,0,0.34677002583979327
6,121,0|2|5|7|9|10,1,0.43003003003003004
6,121,0|2|5|7|9|10,2,0.478021978021978
6,121,0|2|5|7|9|10,3,0.45764521193092617
6,121,0|2|5|7|9|10,4,0.7168269230769231
6,122,0|1|4|6|9|10,0,0.38492196209587515
6,122,0|1|4|6|9|10,1,0.5306122448979592
6,122,0|1|4|6|9|10,2,0.4944543828264758
6,122,0|1|4|6|9|10,3,0.4217735752619473
6,122,0|1|4|6|9|10,4,0.7349317349317349
6,123,0|3|7|8|9|10,0,0.4487179487179487
6,123,0|3|7|8|9|10,1,0.5205012182387747
6,123,0|3|7|8|9|10,2,0.6276223776223776
6,123,0|3|7|8|9|10,3,0.4605128205128205
6,123,0|3|7|8|9|10,4,0.6872841444270015
6,124,0|2|4|5|7|9,0,0.49571743209070884
6,124,0|2|4|5|7|9,1,0.4021323792486583
6,124,0|2|4|5|7|9,2,0.5507955292570677
6,124,0|2|4|5|7|9,3,0.40988848988848986
6,124,0|2|4|5|7|9,4,0.49392283220491073
6,125,1|2|3|4|5|8,0,0.576255442670537
6,125,1|2|3|4|5|8,1,0.6350245499181669
6,125,1|2|3|4|5|8,2,0.6038037849543357
6,125,1|2|3|4|5|8,3,0.5776153846153846
6,125,1|2|3|4|5|8,4,0.6422778771615981
6,126,0|4|6|8|9|10,0,0.5205012182387747
6,126,0|4|6|8|9|10,1,0.596474358974359
6,126,0|4|6|8|9|10,2,0.47955128205128206
6,126,0|4|6|8|9|10,3,0.3789160678254097
6,126,0|4|6|8|9|10,4,0.7820110923559199
6,127,0|3|7|8|9|10,0,0.4487179487179487
6,127,0|3|7|8|9|10,1,0.5205012182387747
6,127,0|3|7|8|9|10,2,0.6276223776223776
6,127,0|3|7|8|9|10,3,0.4605128205128205
6,127,0|3|7|8|9|10,4,0.6872841444270015
6,128,1|2|3|5|9|10,0,0.576255442670537
6,128,1|2|3|5|9|10,1,0.5942307692307692
6,128,1|2|3|5|9|10,2,0.6101290014333492
6,128,1|2|3|5|9|10,3,0.6052532833020638
6,128,1|2|3|5|9|10,4,0.6094191522762952
6,129,1|2|5|6|7|8,0,0.553972850678733
6,129,1|2|5|6|7|8,1,0.5402171945701357
6,129,1|2|5|6|7|8,2,0.5071282051282051
6,129,1|2|5|6|7|8,3,0.4933821733821734
6,129,1|2|5|6|7|8,4,0.6298076923076923
6,130,1|3|6|7|9|10,0,0.5738284703801946
6,130,1|3|6|7|9|10,1,0.5154857090340962
6,130,1|3|6|7|9|10,2,0.6315018315018315
6,130,1|3|6|7|9|10,3,0.6046529080675421
6,130,1|3|6|7|9|10,4,0.6970940170940172
6,131,0|1|4|7|8|9,0,0.5703204358666544
6,131,0|1|4|7|8|9,1,0.5158301158301158
6,131,0|1|4|7|8|9,2,0.5280573085451133
6,131,0|1|4|7|8|9,3,0.3984771934818188
6,131,0|1|4|7|8|9,4,0.5864188443135812
6,132,1|2|3|4|6|9,0,0.5750158184940795
6,132,1|2|3|4|6|9,1,0.6047863247863249
6,132,1|2|3|4|6|9,2,0.5471966490684584
6,132,1|2|3|4|6|9,3,0.5245248868778281
6,132,1|2|3|4|6|9,4,0.6249097993938518
6,133,1|2|3|4|6|9,0,0.5750158184940795
6,133,1|2|3|4|6|9,1,0.6047863247863249
6,133,1|2|3|4|6|9,2,0.5471966490684584
6,133,1|2|3|4|6|9,3,0.5245248868778281
6,133,1|2|3|4|6|9,4,0.6249097993938518
6,134,0|2|5|7|8|10,0,0.5251989389920425
6,134,0|2|5|7|8|10,1,0.4851084812623275
6,134,0|2|5|7|8|10,2,0.5304004802332561
6,134,0|2|5|7|8|10,3,0.43653846153846154
6,134,0|2|5|7|8|10,4,0.7579073100812231
6,135,1|3|5|7|9|10,0,0.5938792390405293
6,135,1|3|5|7|9|10,1,0.5744798625691927
6,135,1|3|5|7|9|10,2,0.611514392991239
6,135,1|3|5|7|9|10,3,0.4937388193202147
6,135,1|3|5|7|9|10,4,0.6816666666666666
6,136,4|5|6|8|9|10,0,0.5873504273504273
6,136,4|5|6|8|9|10,1,0.5446628842855258
6,136,4|5|6|8|9|10,2,0.5366234721073431
6,136,4|5|6|8|9|10,3,0.4494047619047619
6,136,4|5|6|8|9|10,4,0.6598861225856871
6,137,1|2|3|5|6|8,0,0.5729072398190046
6,137,1|2|3|5|6|8,1,0.4550556361877116
6,137,1|2|3|5|6|8,2,0.5854803091645198
6,137,1|2|3|5|6|8,3,0.5830128205128206
6,137,1|2|3|5|6|8,4,0.7096530920060332
6,138,0|2|3|4|5|9,0,0.44483118691263485
6,138,0|2|3|4|5|9,1,0.4991489361702128
6,138,0|2|3|4|5|9,2,0.5706227967097532
6,138,0|2|3|4|5|9,3,0.4098673740053051
6,138,0|2|3|4|5|9,4,0.5458702386666086
6,139,0|1|2|3|4|5,0,0.4610361067503925
6,139,0|1|2|3|4|5,1,0.47828264758497313
6,139,0|1|2|3|4|5,2,0.5181939799331103
6,139,0|1|2|3|4|5,3,0.4049176629821791
6,139,0|1|2|3|4|5,4,0.46598082768295535
6,140,0|1|3|5|6|10,0,0.4581006455627285
6,140,0|1|3|5|6|10,1,0.5487968441814595
6,140,0|1|3|5|6|10,2,0.5650887573964496
6,140,0|1|3|5|6|10,3,0.5048433048433049
6,140,0|1|3|5|6|10,4,0.6047863247863249
6,141,0|2|3|5|6|10,0,0.3561642005411002
6,141,0|2|3|5|6|10,1,0.5487968441814595
6,141,0|2|3|5|6|10,2,0.6655240606460119
6,141,0|2|3|5|6|10,3,0.4575424575424575
6,141,0|2|3|5|6|10,4,0.602051282051282
6,142,0|3|5|6|8|10,0,0.5561450044208665
6,142,0|3|5|6|8|10,1,0.4693747001439309
6,142,0|3|5|6|8|10,2,0.6465093314900761
6,142,0|3|5|6|8|10,3,0.36010143702451397
6,142,0|3|5|6|8|10,4,0.6689700996677741
6,143,0|2|3|5|8|10,0,0.5181321903902549
6,143,0|2|3|5|8|10,1,0.4715045960328979
6,143,0|2|3|5|8|10,2,0.585936424934636
6,143,0|2|3|5|8|10,3,0.4661471426177308
6,143,0|2|3|5|8|10,4,0.6451997614788313
6,144,1|5|6|7|8|10,0,0.6463949156256849
6,144,1|5|6|7|8|10,1,0.5323959194926937
6,144,1|5|6|7|8|10,2,0.5573224852071005
6,144,1|5|6|7|8|10,3,0.5144215134459037
6,144,1|5|6|7|8|10,4,0.6884615384615385
6,145,0|5|6|7|8|10,0,0.6419047619047619
6,145,0|5|6|7|8|10,1,0.5114131151867001
6,145,0|5|6|7|8|10,2,0.4912016088486677
6,145,0|5|6|7|8|10,3,0.335691625447723
6,145,0|5|6|7|8|10,4,0.6153242835595777
6,146,3|5|6|7|8|10,0,0.5439642324888226
6,146,3|5|6|7|8|10,1,0.48976648351648355
6,146,3|5|6|7|8|10,2,0.6699507389162562
6,146,3|5|6|7|8|10,3,0.42743961352657006
6,146,3|5|6|7|8|10,4,0.7368150244404426
6,147,2|3|4|6|8|10,0,0.40108401084010836
6,147,2|3|4|6|8|10,1,0.5956213017751479
6,147,2|3|4|6|8|10,2,0.5875
6,147,2|3|4|6|8|10,3,0.43023255813953487
6,147,2|3|4|6|8|10,4,0.6866666666666666
6,148,0|4|6|7|8|9,0,0.4824699110413397
6,148,0|4|6|7|8|9,1,0.532801646514021
6,148,0|4|6|7|8|9,2,0.47509157509157507
6,148,0|4|6|7|8|9,3,0.44482600732600736
6,148,0|4|6|7|8|9,4,0.6225264097604523
6,149,1|2|3|7|8|9,0,0.5535336825659407
6,149,1|2|3|7|8|9,1,0.5358303291352591
6,149,1|2|3|7|8|9,2,0.6061538461538463
6,149,1|2|3|7|8|9,3,0.49032733224222586
6,149,1|2|3|7|8|9,4,0.6037296037296037
6,150,0|1|3|6|8|10,0,0.3064102564102564
6,150,0|1|3|6|8|10,1,0.47615384615384615
6,150,0|1|3|6|8|10,2,0.49553113553113554
6,150,0|1|3|6|8|10,3,0.5123931623931625
6,150,0|1|3|6|8|10,4,0.6879722192991686
6,151,1|2|5|6|9|10,0,0.469969040247678
6,151,1|2|5|6|9|10,1,0.5077186963979416
6,151,1|2|5|6|9|10,2,0.5196923076923077
6,151,1|2|5|6|9|10,3,0.5853658536585366
6,151,1|2|5|6|9|10,4,0.6561085972850679
6,152,0|1|6|8|9|10,0,0.48363259382127305
6,152,0|1|6|8|9|10,1,0.5073442394709362
6,152,0|1|6|8|9|10,2,0.5333333333333334
6,152,0|1|6|8|9|10,3,0.4852409129332206
6,152,0|1|6|8|9|10,4,0.5570840889989827
6,153,0|3|4|5|6|7,0,0.5094800453229259
6,153,0|3|4|5|6|7,1,0.5840293040293041
6,153,0|3|4|5|6|7,2,0.5527942143326757
6,153,0|3|4|5|6|7,3,0.5008547008547007
6,153,0|3|4|5|6|7,4,0.6046529080675421
6,154,1|3|4|7|8|9,0,0.5826702033598584
6,154,1|3|4|7|8|9,1,0.5554005337328527
6,154,1|3|4|7|8|9,2,0.6453146853146852
6,154,1|3|4|7|8|9,3,0.4736538461538462
6,154,1|3|4|7|8|9,4,0.6246094331200713
6,155,0|1|2|5|7|9,0,0.44512009729401036
6,155,0|1|2|5|7|9,1,0.49391941391941385
6,155,0|1|2|5|7|9,2,0.41468531468531467
6,155,0|1|2|5|7|9,3,0.41071428571428575
6,155,0|1|2|5|7|9,4,0.5673881932021467
6,156,1|2|4|6|7|9,0,0.6723232323232323
6,156,1|2|4|6|7|9,1,0.6017200191113234
6,156,1|2|4|6|7|9,2,0.6024948024948025
6,156,1|2|4|6|7|9,3,0.4772727272727273
6,156,1|2|4|6|7|9,4,0.7124973066149537
6,157,2|4|5|6|7|9,0,0.7131782945736433
6,157,2|4|5|6|7|9,1,0.4947252747252747
6,157,2|4|5|6|7|9,2,0.5650887573964496
6,157,2|4|5|6|7|9,3,0.4933821733821734
6,157,2|4|5|6|7|9,4,0.6711229946524064
6,158,0|2|4|5|8|9,0,0.5106334841628959
6,158,0|2|4|5|8|9,1,0.42489791413751243
6,158,0|2|4|5|8|9,2,0.5289206917113893
6,158,0|2|4|5|8|9,3,0.4664648558988182
6,158,0|2|4|5|8|9,4,0.5109193245778612
6,159,2|3|4|6|9|10,0,0.6788671023965142
6,159,2|3|4|6|9|10,1,0.613053613053613
6,159,2|3|4|6|9|10,2,0.6271062271062271
6,159,2|3|4|6|9|10,3,0.4475316865222852
6,159,2|3|4|6|9|10,4,0.7119856887298748
6,160,0|1|4|5|6|8,0,0.5118729096989967
6,160,0|1|4|5|6|8,1,0.5146761133603239
6,160,0|1|4|5|6|8,2,0.5485230594703085
6,160,0|1|4|5|6|8,3,0.5158371040723982
6,160,0|1|4|5|6|8,4,0.5469230769230768
6,161,1|2|3|6|7|8,0,0.497366784159237
6,161,1|2|3|6|7|8,1,0.40285714285714286
6,161,1|2|3|6|7|8,2,0.6053102344412015
6,161,1|2|3|6|7|8,3,0.5137210756722952
6,161,1|2|3|6|7|8,4,0.6252913752913752
6,162,0|1|4|7|8|9,0,0.5703204358666544
6,162,0|1|4|7|8|9,1,0.5158301158301158
6,162,0|1|4|7|8|9,2,0.5280573085451133
6,162,0|1|4|7|8|9,3,0.3984771934818188
6,162,0|1|4|7|8|9,4,0.5864188443135812
6,163,1|5|7|8|9|10,0,0.5333529816288437
6,163,1|5|7|8|9|10,1,0.5972131572131573
6,163,1|5|7|8|9|10,2,0.44985104270109233
6,163,1|5|7|8|9|10,3,0.4715045960328979
6,163,1|5|7|8|9|10,4,0.5875213675213675
6,164,1|2|3|5|6|7,0,0.4993589743589744
6,164,1|2|3|5|6|7,1,0.48014077425842133
6,164,1|2|3|5|6|7,2,0.6422778771615981
6,164,1|2|3|5|6|7,3,0.5314285714285715
6,164,1|2|3|5|6|7,4,0.6047863247863249
6,165,0|1|2|4|6|9,0,0.548916083916084
6,165,0|1|2|4|6|9,1,0.49032733224222586
6,165,0|1|2|4|6|9,2,0.6077868077868077
6,165,0|1|2|4|6|9,3,0.45725725725725724
6,165,0|1|2|4|6|9,4,0.5845229845229846
6,166,1|2|3|7|8|10,0,0.5661235316407731
6,166,1|2|3|7|8|10,1,0.5151075339754584
6,166,1|2|3|7|8|10,2,0.6107226107226107
6,166,1|2|3|7|8|10,3,0.5826647037173354
6,166,1|2|3|7|8|10,4,0.7339256488192659
6,167,2|4|5|7|8|9,0,0.5793552036199094
6,167,2|4|5|7|8|9,1,0.5649773755656108
6,167,2|4|5|7|8|9,2,0.6015018773466833
6,167,2|4|5|7|8|9,3,0.4932021466905188
6,167,2|4|5|7|8|9,4,0.5893846153846154
6,168,0|3|4|5|9|10,0,0.5600496277915633
6,168,0|3|4|5|9|10,1,0.4935796803928672
6,168,0|3|4|5|9|10,2,0.5469230769230768
6,168,0|3|4|5|9|10,3,0.5121538461538462
6,168,0|3|4|5|9|10,4,0.7063027295285359
6,169,1|3|4|5|6|8,0,0.5172119735468151
6,169,1|3|4|5|6|8,1,0.612087912087912
6,169,1|3|4|5|6|8,2,0.5845417740154583
6,169,1|3|4|5|6|8,3,0.5857796257796258
6,169,1|3|4|5|6|8,4,0.66578073089701
6,170,0|3|6|8|9|10,0,0.5237904629307344
6,170,0|3|6|8|9|10,1,0.5686713286713287
6,170,0|3|6|8|9|10,2,0.5457194570135746
6,170,0|3|6|8|9|10,3,0.35440645357275463
6,170,0|3|6|8|9|10,4,0.7572727272727272
6,171,1|2|3|5|6|8,0,0.5729072398190046
6,171,1|2|3|5|6|8,1,0.4550556361877116
6,171,1|2|3|5|6|8,2,0.5854803091645198
6,171,1|2|3|5|6|8,3,0.5830128205128206
6,171,1|2|3|5|6|8,4,0.7096530920060332
6,172,0|4|5|6|8|10,0,0.44736842105263164
6,172,0|4|5|6|8|10,1,0.580293655923908
6,172,0|4|5|6|8|10,2,0.5261607761607762
6,172,0|4|5|6|8|10,3,0.4584380760851349
6,172,0|4|5|6|8|10,4,0.5705263157894737
6,173,1|2|5|6|7|8,0,0.553972850678733
6,173,1|2|5|6|7|8,1,0.5402171945701357
6,173,1|2|5|6|7|8,2,0.5071282051282051
6,173,1|2|5|6|7|8,3,0.4933821733821734
6,173,1|2|5|6|7|8,4,0.6298076923076923
6,174,0|2|4|6|8|10,0,0.3379382522239665
6,174,0|2|4|6|8|10,1,0.5010328017846815
6,174,0|2|4|6|8|10,2,0.529059829059829
6,174,0|2|4|6|8|10,3,0.38952842029765106
6,174,0|2|4|6|8|10,4,0.6017200191113234
6,175,2|3|4|5|7|10,0,0.6540653079114617
6,175,2|3|4|5|7|10,1,0.620094191522763
6,175,2|3|4|5|7|10,2,0.682813680008631
6,175,2|3|4|5|7|10,3,0.5412393162393163
6,175,2|3|4|5|7|10,4,0.7558620689655172
6,176,0|1|3|5|8|10,0,0.5281683668780444
6,176,0|1|3|5|8|10,1,0.45643346095834786
6,176,0|1|3|5|8|10,2,0.6674603174603174
6,176,0|1|3|5|8|10,3,0.39280088332719915
6,176,0|1|3|5|8|10,4,0.5873573794626425
6,177,0|1|3|4|5|10,0,0.4932021466905188
6,177,0|1|3|4|5|10,1,0.5042096365173288
6,177,0|1|3|4|5|10,2,0.5834411265538277
6,177,0|1|3|4|5|10,3,0.44389275074478646
6,177,0|1|3|4|5|10,4,0.6024948024948025
6,178,1|2|3|7|9|10,0,0.5540613232920926
6,178,1|2|3|7|9|10,1,0.5632352941176471
6,178,1|2|3|7|9|10,2,0.6707070707070707
6,178,1|2|3|7|9|10,3,0.5658000536049317
6,178,1|2|3|7|9|10,4,0.6901098901098901
6,179,2|5|7|8|9|10,0,0.576212201591512
6,179,2|5|7|8|9|10,1,0.5456612353164078
6,179,2|5|7|8|9|10,2,0.5438407746100055
6,179,2|5|7|8|9|10,3,0.48529799209612384
6,179,2|5|7|8|9|10,4,0.6694060924830155
6,180,1|2|5|6|8|9,0,0.6505728314238953
6,180,1|2|5|6|8|9,1,0.4553357753357753
6,180,1|2|5|6|8|9,2,0.5151202316505099
6,180,1|2|5|6|8|9,3,0.5111888111888112
6,180,1|2|5|6|8|9,4,0.6094191522762952
6,181,1|3|5|6|7|8,0,0.5715244755244755
6,181,1|3|5|6|7|8,1,0.5197750362844702
6,181,1|3|5|6|7|8,2,0.5846339650687477
6,181,1|3|5|6|7|8,3,0.5840649511490299
6,181,1|3|5|6|7|8,4,0.6255127361118145
6,182,1|2|4|7|9|10,0,0.4991398638457462
6,182,1|2|4|7|9|10,1,0.5555464143699438
6,182,1|2|4|7|9|10,2,0.5893719806763286
6,182,1|2|4|7|9|10,3,0.5296021807649715
6,182,1|2|4|7|9|10,4,0.6530402930402931
6,183,2|3|6|8|9|10,0,0.5962844702467344
6,183,2|3|6|8|9|10,1,0.49503722084367235
6,183,2|3|6|8|9|10,2,0.5573224852071005
6,183,2|3|6|8|9|10,3,0.4605128205128205
6,183,2|3|6|8|9|10,4,0.7609549071618038
6,184,2|4|6|7|8|10,0,0.5882783882783882
6,184,2|4|6|7|8|10,1,0.5694076038903625
6,184,2|4|6|7|8|10,2,0.6905815082533174
6,184,2|4|6|7|8|10,3,0.3829787234042553
6,184,2|4|6|7|8|10,4,0.8082068433239002
6,185,1|2|3|5|6|7,0,0.4993589743589744
6,185,1|2|3|5|6|7,1,0.48014077425842133
6,185,1|2|3|5|6|7,2,0.6422778771615981
6,185,1|2|3|5|6|7,3,0.5314285714285715
6,185,1|2|3|5|6|7,4,0.6047863247863249
6,186,1|5|6|8|9|10,0,0.5778740490278951
6,186,1|5|6|8|9|10,1,0.5354300871542251
6,186,1|5|6|8|9|10,2,0.545078577336642
6,186,1|5|6|8|9|10,3,0.5507955292570677
6,186,1|5|6|8|9|10,4,0.7078816568047337
6,187,0|1|3|4|8|10,0,0.3425431711145997
6,187,0|1|3|4|8|10,1,0.5586726998491705
6,187,0|1|3|4|8|10,2,0.47648397269570075
6,187,0|1|3|4|8|10,3,0.4863643724696356
6,187,0|1|3|4|8|10,4,0.6825174825174825
6,188,1|3|4|5|8|10,0,0.6579005040543501
6,188,1|3|4|5|8|10,1,0.6307692307692307
6,188,1|3|4|5|8|10,2,0.6274038461538461
6,188,1|3|4|5|8|10,3,0.5840649511490299
6,188,1|3|4|5|8|10,4,0.7575596816976127
6,189,0|2|3|5|6|9,0,0.4423076923076923
6,189,0|2|3|5|6|9,1,0.5080699987410299
6,189,0|2|3|5|6|9,2,0.5316239316239316
6,189,0|2|3|5|6|9,3,0.5938792390405293
6,189,0|2|3|5|6|9,4,0.5649731663685152
6,190,4|5|6|7|8|9,0,0.535444947209653
6,190,4|5|6|7|8|9,1,0.5433125433125433
6,190,4|5|6|7|8|9,2,0.4755126166890873
6,190,4|5|6|7|8|9,3,0.4444444444444444
6,190,4|5|6|7|8|9,4,0.7087278106508876
6,191,2|3|4|5|7|10,0,0.6540653079114617
6,191,2|3|4|5|7|10,1,0.620094191522763
6,191,2|3|4|5|7|10,2,0.682813680008631
6,191,2|3|4|5|7|10,3,0.5412393162393163
6,191,2|3|4|5|7|10,4,0.7558620689655172
6,192,3|4|5|6|7|9,0,0.5513888888888889
6,192,3|4|5|6|7|9,1,0.5026134122287969
6,192,3|4|5|6|7|9,2,0.6444906444906444
6,192,3|4|5|6|7|9,3,0.4772727272727273
6,192,3|4|5|6|7|9,4,0.6886395511921458
6,193,1|2|4|5|8|9,0,0.5181321903902549
6,193,1|2|4|5|8|9,1,0.5621350078492936
6,193,1|2|4|5|8|9,2,0.5846339650687477
6,193,1|2|4|5|8|9,3,0.5273504273504274
6,193,1|2|4|5|8|9,4,0.531878031878032
6,194,0|1|2|4|6|8,0,0.5333333333333334
6,194,0|1|2|4|6|8,1,0.4772893772893773
6,194,0|1|2|4|6|8,2,0.5497961867192636
6,194,0|1|2|4|6|8,3,0.4449152542372881
6,194,0|1|2|4|6|8,4,0.5270339416680879
6,195,2|3|6|7|9|10,0,0.6615798180314308
6,195,2|3|6|7|9|10,1,0.5950527903469081
6,195,2|3|6|7|9|10,2,0.5864423076923078
6,195,2|3|6|7|9|10,3,0.529059829059829
6,195,2|3|6|7|9|10,4,0.7383680149637597
6,196,0|1|4|8|9|10,0,0.5063946042858362
6,196,0|1|4|8|9|10,1,0.5088319088319089
6,196,0|1|4|8|9|10,2,0.5497961867192636
6,196,0|1|4|8|9|10,3,0.49571743209070884
6,196,0|1|4|8|9|10,4,0.7131782945736433
6,197,4|5|7|8|9|10,0,0.5741513547181564
6,197,4|5|7|8|9|10,1,0.6033403321244512
6,197,4|5|7|8|9|10,2,0.515
6,197,4|5|7|8|9|10,3,0.3494655387238507
6,197,4|5|7|8|9|10,4,0.72581561178772
6,198,1|2|3|7|9|10,0,0.5540613232920926
6,198,1|2|3|7|9|10,1,0.5632352941176471
6,198,1|2|3|7|9|10,2,0.6707070707070707
6,198,1|2|3|7|9|10,3,0.5658000536049317
6,198,1|2|3|7|9|10,4,0.6901098901098901
6,199,0|1|2|4|6|10,0,0.38836363636363636
6,199,0|1|2|4|6|10,1,0.4341583964225474
6,199,0|1|2|4|6|10,2,0.5659608683998928
6,199,0|1|2|4|6|10,3,0.3354985754985754
6,199,0|1|2|4|6|10,4,0.49158756137479537
6,200,3|4|5|6|7|9,0,0.5513888888888889
6,200,3|4|5|6|7|9,1,0.5026134122287969
6,200,3|4|5|6|7|9,2,0.6444906444906444
6,200,3|4|5|6|7|9,3,0.4772727272727273
6,200,3|4|5|6|7|9,4,0.6886395511921458
6,201,3|4|5|6|7|8,0,0.537027075488614
6,201,3|4|5|6|7|8,1,0.5419501133786848
6,201,3|4|5|6|7|8,2,0.5814752879970271
6,201,3|4|5|6|7|8,3,0.5438001314924391
6,201,3|4|5|6|7|8,4,0.6819628647214854
6,202,1|2|3|4|7|8,0,0.5540613232920926
6,202,1|2|3|4|7|8,1,0.5340659340659341
6,202,1|2|3|4|7|8,2,0.5469230769230768
6,202,1|2|3|4|7|8,3,0.46258069534105933
6,202,1|2|3|4|7|8,4,0.6038037849543357
6,203,0|1|5|6|7|10,0,0.42940038684719534
6,203,0|1|5|6|7|10,1,0.5046153846153846
6,203,0|1|5|6|7|10,2,0.4436813186813187
6,203,0|1|5|6|7|10,3,0.5100452488687783
6,203,0|1|5|6|7|10,4,0.5941099962839093
6,204,0|1|3|4|5|7,0,0.5291998970928736
6,204,0|1|3|4|5|7,1,0.5494983277591974
6,204,0|1|3|4|5|7,2,0.5158223889931207
6,204,0|1|3|4|5|7,3,0.5617216117216118
6,204,0|1|3|4|5|7,4,0.5853658536585366
6,205,1|2|3|6|7|8,0,0.497366784159237
6,205,1|2|3|6|7|8,1,0.40285714285714286
6,205,1|2|3|6|7|8,2,0.6053102344412015
6,205,1|2|3|6|7|8,3,0.5137210756722952
6,205,1|2|3|6|7|8,4,0.6252913752913752
6,206,0|1|2|4|5|6,0,0.5469230769230768
6,206,0|1|2|4|5|6,1,0.3966033966033966
6,206,0|1|2|4|5|6,2,0.5535117056856187
6,206,0|1|2|4|5|6,3,0.5046924752807106
6,206,0|1|2|4|5|6,4,0.47828264758497313
6,207,0|4|6|7|8|10,0,0.4854198089492207
6,207,0|4|6|7|8|10,1,0.5374149659863946
6,207,0|4|6|7|8|10,2,0.5659919028340081
6,207,0|4|6|7|8|10,3,0.4109921642202847
6,207,0|4|6|7|8|10,4,0.7820110923559199
6,208,0|1|2|3|6|10,0,0.34170591313448456
6,208,0|1|2|3|6|10,1,0.4512662721893491
6,208,0|1|2|3|6|10,2,0.4603406704518939
6,208,0|1|2|3|6|10,3,0.3983739837398374
6,208,0|1|2|3|6|10,4,0.33542683731362977
6,209,0|2|3|5|6|9,0,0.4423076923076923
6,209,0|2|3|5|6|9,1,0.5080699987410299
6,209,0|2|3|5|6|9,2,0.5316239316239316
6,209,0|2|3|5|6|9,3,0.5938792390405293
6,209,0|2|3|5|6|9,4,0.5649731663685152
6,210,0|1|3|5|9|10,0,0.5600113122171947
6,210,0|1|3|5|9|10,1,0.5357050564217417
6,210,0|1|3|5|9|10,2,0.5853658536585366
6,210,0|1|3|5|9|10,3,0.4790598290598291
6,210,0|1|3|5|9|10,4,0.6055068836045057
6,211,0|1|2|7|8|10,0,0.5622262443438915
6,211,0|1|2|7|8|10,1,0.4912016088486677
6,211,0|1|2|7|8|10,2,0.5675094136632598
6,211,0|1|2|7|8|10,3,0.5311274091761896
6,211,0|1|2|7|8|10,4,0.780564263322884
6,212,1|3|5|7|8|10,0,0.5826702033598584
6,212,1|3|5|7|8|10,1,0.5272276110985787
6,212,1|3|5|7|8|10,2,0.6322115384615384
6,212,1|3|5|7|8|10,3,0.5139799331103678
6,212,1|3|5|7|8|10,4,0.6985871271585556
6,213,1|2|3|8|9|10,0,0.5989010989010989
6,213,1|2|3|8|9|10,1,0.5528774928774929
6,213,1|2|3|8|9|10,2,0.675085792724777
6,213,1|2|3|8|9|10,3,0.5654561717352415
6,213,1|2|3|8|9|10,4,0.7823687423687423
6,214,1|2|3|5|6|9,0,0.5314285714285715
6,214,1|2|3|5|6|9,1,0.5208791208791208
6,214,1|2|3|5|6|9,2,0.5664221824686941
6,214,1|2|3|5|6|9,3,0.5886930091185409
6,214,1|2|3|5|6|9,4,0.5846339650687477
6,215,0|3|5|6|8|9,0,0.4774251012145749
6,215,0|3|5|6|8|9,1,0.46253869969040246
6,215,0|3|5|6|8|9,2,0.566121683194854
6,215,0|3|5|6|8|9,3,0.3950943396226415
6,215,0|3|5|6|8|9,4,0.585936424934636
6,216,1|2|6|7|8|10,0,0.6057354486762424
6,216,1|2|6|7|8|10,1,0.5000534188034189
6,216,1|2|6|7|8|10,2,0.5729072398190046
6,216,1|2|6|7|8|10,3,0.5080699987410299
6,216,1|2|6|7|8|10,4,0.7418091168091169
6,217,1|2|3|8|9|10,0,0.5989010989010989
6,217,1|2|3|8|9|10,1,0.5528774928774929
6,217,1|2|3|8|9|10,2,0.675085792724777
6,217,1|2|3|8|9|10,3,0.5654561717352415
6,217,1|2|3|8|9|10,4,0.7823687423687423
6,218,0|1|2|7|8|10,0,0.5622262443438915
6,218,0|1|2|7|8|10,1,0.4912016088486677
6,218,0|1|2|7|8|10,2,0.5675094136632598
6,218,0|1|2|7|8|10,3,0.5311274091761896
6,218,0|1|2|7|8|10,4,0.780564263322884
6,219,0|2|3|5|6|8,0,0.46253869969040246
6,219,0|2|3|5|6|8,1,0.4575147928994082
6,219,0|2|3|5|6|8,2,0.5865602495298381
6,219,0|2|3|5|6|8,3,0.49384615384615377
6,219,0|2|3|5|6|8,4,0.6045028142589118
6,220,1|2|4|6|9|10,0,0.47626035502958586
6,220,1|2|4|6|9|10,1,0.5302133763672225
6,220,1|2|4|6|9|10,2,0.6909090909090909
6,220,1|2|4|6|9|10,3,0.5116279069767442
6,220,1|2|4|6|9|10,4,0.7602097902097901
6,221,0|1|3|5|8|9,0,0.451682435211847
6,221,0|1|3|5|8|9,1,0.44947209653092013
6,221,0|1|3|5|8|9,2,0.5292614362381804
6,221,0|1|3|5|8|9,3,0.3636939983093829
6,221,0|1|3|5|8|9,4,0.529059829059829
6,222,1|2|3|7|8|10,0,0.5661235316407731
6,222,1|2|3|7|8|10,1,0.5151075339754584
6,222,1|2|3|7|8|10,2,0.6107226107226107
6,222,1|2|3|7|8|10,3,0.5826647037173354
6,222,1|2|3|7|8|10,4,0.7339256488192659
6,223,1|2|3|4|5|7,0,0.555403193701066
6,223,1|2|3|4|5|7,1,0.6690909090909091
6,223,1|2|3|4|5|7,2,0.6240438735748305
6,223,1|2|3|4|5|7,3,0.5730644111906311
6,223,1|2|3|4|5|7,4,0.5618367531411009
