# of predictors,i,predictors,fold,cohen_kappa_score
6,28,1|3|4|6|8|9,1,0.49139280125195617
6,28,1|3|4|6|8|9,2,0.43587270973963355
6,28,1|3|4|6|8|9,3,0.3612540945250351
6,28,1|3|4|6|8|9,4,0.6289248334919124
6,29,5|6|7|8|9|10,0,0.28663653970303415
6,29,5|6|7|8|9|10,1,0.29729729729729726
6,29,5|6|7|8|9|10,2,0.388235294117647
6,29,5|6|7|8|9|10,3,-0.030811055731762682
6,29,5|6|7|8|9|10,4,0.34426229508196715
6,30,1|2|3|4|5|8,0,0.3668831168831168
6,30,1|2|3|4|5|8,1,0.521824423737126
6,30,1|2|3|4|5|8,2,0.5066413662239089
6,30,1|2|3|4|5|8,3,0.4450025113008539
6,30,1|2|3|4|5|8,4,0.570754716981132
6,31,2|5|6|7|9|10,0,0.1925465838509317
6,31,2|5|6|7|9|10,1,0.21108179419525064
6,31,2|5|6|7|9|10,2,0.4054878048780488
6,31,2|5|6|7|9|10,3,0.4690052859202307
6,31,2|5|6|7|9|10,4,0.5983522142121525
6,32,1|2|4|6|7|8,0,0.4108761329305135
6,32,1|2|4|6|7|8,1,0.45965770171149145
6,32,1|2|4|6|7|8,2,0.5658396946564885
6,32,1|2|4|6|7|8,3,0.4470699432892249
6,32,1|2|4|6|7|8,4,0.6235521235521235
6,33,2|3|5|7|8|9,0,0.4
6,33,2|3|5|7|8|9,1,0.31362196409714893
6,33,2|3|5|7|8|9,2,0.4548593981253083
6,33,2|3|5|7|8|9,3,0.3660009289363678
6,33,2|3|5|7|8|9,4,0.561038961038961
6,34,2|3|5|6|7|9,0,0.3689320388349515
6,34,2|3|5|6|7|9,1,0.29625984251968507
6,34,2|3|5|6|7|9,2,0.5341614906832299
6,34,2|3|5|6|7|9,3,0.4401913875598086
6,34,2|3|5|6|7|9,4,0.5222929936305732
6,35,3|4|5|7|8|10,0,0.14953271028037385
6,35,3|4|5|7|8|10,1,0.4378378378378378
6,35,3|4|5|7|8|10,2,0.4772117962466488
6,35,3|4|5|7|8|10,3,0.3120110446387483
6,35,3|4|5|7|8|10,4,0.6873329770176376
6,36,0|1|6|7|8|10,0,0.23372629420809843
6,36,0|1|6|7|8|10,1,0.2617283950617284
6,36,0|1|6|7|8|10,2,0.37799043062200954
6,36,0|1|6|7|8|10,3,0.29137760158572856
6,36,0|1|6|7|8|10,4,0.5633397312859885
6,37,2|5|6|8|9|10,0,0.16129032258064513
6,37,2|5|6|8|9|10,1,0.15232133541992687
6,37,2|5|6|8|9|10,2,0.2879499217527386
6,37,2|5|6|8|9|10,3,0.3177480916030534
6,37,2|5|6|8|9|10,4,0.4692433315187806
6,38,0|1|4|5|7|9,0,0.3196955280685062
6,38,0|1|4|5|7|9,1,0.27532719340765865
6,38,0|1|4|5|7|9,2,0.3330223880597014
6,38,0|1|4|5|7|9,3,0.14904330312185288
6,38,0|1|4|5|7|9,4,0.4182760244936411
6,39,0|4|7|8|9|10,0,0.13429522752497225
6,39,0|4|7|8|9|10,1,0.35
6,39,0|4|7|8|9|10,2,0.29137760158572856
6,39,0|4|7|8|9|10,3,0.29779239079379993
6,39,0|4|7|8|9|10,4,0.6040609137055837
6,40,2|3|5|6|8|9,0,0.4347826086956522
6,40,2|3|5|6|8|9,1,0.2628865979381444
6,40,2|3|5|6|8|9,2,0.45965770171149145
6,40,2|3|5|6|8|9,3,0.3862134088762984
6,40,2|3|5|6|8|9,4,0.5768652979469204
6,41,2|6|7|8|9|10,0,0.38606847697756785
6,41,2|6|7|8|9|10,1,0.3911845730027548
6,41,2|6|7|8|9|10,2,0.4508975712777191
6,41,2|6|7|8|9|10,3,0.3453237410071943
6,41,2|6|7|8|9|10,4,0.599888080581981
6,42,3|4|6|8|9|10,0,0.22860712054965648
6,42,3|4|6|8|9|10,1,0.36763952892985163
6,42,3|4|6|8|9|10,2,0.2995689655172413
6,42,3|4|6|8|9|10,3,0.16864045476077694
6,42,3|4|6|8|9|10,4,0.7308488612836439
6,43,0|2|3|4|5|6,0,0.375
6,43,0|2|3|4|5|6,1,0.35154394299287417
6,43,0|2|3|4|5|6,2,0.47053186391950175
6,43,0|2|3|4|5|6,3,0.03428571428571425
6,43,0|2|3|4|5|6,4,0.4171779141104295
6,44,1|3|4|6|8|10,0,0.0778032036613272
6,44,1|3|4|6|8|10,1,0.4519392917369308
6,44,1|3|4|6|8|10,2,0.36828644501278784
6,44,1|3|4|6|8|10,3,0.5085066162570888
6,44,1|3|4|6|8|10,4,0.7435897435897436
6,45,2|5|6|7|8|9,0,0.509698275862069
6,45,2|5|6|7|8|9,1,0.3708609271523179
6,45,2|5|6|7|8|9,2,0.35960591133004927
6,45,2|5|6|7|8|9,3,0.407673860911271
6,45,2|5|6|7|8|9,4,0.5309278350515464
6,46,0|1|2|4|7|10,0,-0.017495395948434522
6,46,0|1|2|4|7|10,1,0.2689486552567236
6,46,0|1|2|4|7|10,2,0.3216318785578748
6,46,0|1|2|4|7|10,3,0.1293302540415704
6,46,0|1|2|4|7|10,4,0.5023923444976077
6,47,0|5|6|7|8|9,0,0.16253716551040642
6,47,0|5|6|7|8|9,1,0.27532719340765865
6,47,0|5|6|7|8|9,2,0.1967680608365019
6,47,0|5|6|7|8|9,3,0.009237875288683584
6,47,0|5|6|7|8|9,4,0.24593967517401394
6,48,0|2|3|4|7|10,0,0.277456647398844
6,48,0|2|3|4|7|10,1,0.32098765432098764
6,48,0|2|3|4|7|10,2,0.360655737704918
6,48,0|2|3|4|7|10,3,0.13716814159292035
6,48,0|2|3|4|7|10,4,0.6004728132387707
6,49,2|4|6|8|9|10,0,0.49944994499449946
6,49,2|4|6|8|9|10,1,0.2909090909090909
6,49,2|4|6|8|9|10,2,0.4173306772908366
6,49,2|4|6|8|9|10,3,0.2005676442762535
6,49,2|4|6|8|9|10,4,0.7983453981385729
6,50,1|3|5|6|7|8,0,0.4054878048780488
6,50,1|3|5|6|7|8,1,0.3305870236869207
6,50,1|3|5|6|7|8,2,0.46540880503144655
6,50,1|3|5|6|7|8,3,0.47803495512517713
6,50,1|3|5|6|7|8,4,0.5012787723785167
6,51,2|3|5|7|8|10,0,0.28308823529411764
6,51,2|3|5|7|8|10,1,0.272
6,51,2|3|5|7|8|10,2,0.4235785080855503
6,51,2|3|5|7|8|10,3,0.39365671641791034
6,51,2|3|5|7|8|10,4,0.6801530891197376
6,52,0|2|4|5|7|9,0,0.3196955280685062
6,52,0|2|4|5|7|9,1,0.13167938931297707
6,52,0|2|4|5|7|9,2,0.413858566682487
6,52,0|2|4|5|7|9,3,0.11139240506329118
6,52,0|2|4|5|7|9,4,0.3196955280685062
6,53,0|3|4|5|9|10,0,0.3918918918918919
6,53,0|3|4|5|9|10,1,0.31264367816091954
6,53,0|3|4|5|9|10,2,0.4144144144144144
6,53,0|3|4|5|9|10,3,0.3239227340267459
6,53,0|3|4|5|9|10,4,0.649337910740559
6,54,0|4|6|8|9|10,0,0.3003587903639159
6,54,0|4|6|8|9|10,1,0.45806768023540945
6,54,0|4|6|8|9|10,2,0.28159538683325336
6,54,0|4|6|8|9|10,3,0.08716707021791759
6,54,0|4|6|8|9|10,4,0.74
6,55,0|1|5|6|7|10,0,0.19905213270142175
6,55,0|1|5|6|7|10,1,0.33576642335766416
6,55,0|1|5|6|7|10,2,0.225821819914245
6,55,0|1|5|6|7|10,3,0.3164747120681022
6,55,0|1|5|6|7|10,4,0.47456015216357583
6,56,4|5|6|7|8|10,0,0.407744874715262
6,56,4|5|6|7|8|10,1,0.4505221282943809
6,56,4|5|6|7|8|10,2,0.5123258306538049
6,56,4|5|6|7|8|10,3,0.2441860465116279
6,56,4|5|6|7|8|10,4,0.5226438188494492
6,57,0|4|7|8|9|10,0,0.13429522752497225
6,57,0|4|7|8|9|10,1,0.35
6,57,0|4|7|8|9|10,2,0.29137760158572856
6,57,0|4|7|8|9|10,3,0.29779239079379993
6,57,0|4|7|8|9|10,4,0.6040609137055837
6,58,0|1|2|4|5|6,0,0.4144144144144144
6,58,0|1|2|4|5|6,1,0.13662239089184058
6,58,0|1|2|4|5|6,2,0.4133016627078385
6,58,0|1|2|4|5|6,3,0.2345110087045572
6,58,0|1|2|4|5|6,4,0.2958078191238813
6,59,0|1|2|3|4|9,0,0.33734939759036153
6,59,0|1|2|3|4|9,1,0.44811320754716977
6,59,0|1|2|3|4|9,2,0.2857142857142858
6,59,0|1|2|3|4|9,3,0.18564920273348517
6,59,0|1|2|3|4|9,4,0.40993788819875787
6,60,2|3|5|7|8|9,0,0.4
6,60,2|3|5|7|8|9,1,0.31362196409714893
6,60,2|3|5|7|8|9,2,0.4548593981253083
6,60,2|3|5|7|8|9,3,0.3660009289363678
6,60,2|3|5|7|8|9,4,0.561038961038961
6,61,0|1|2|6|7|10,0,0.1071428571428572
6,61,0|1|2|6|7|10,1,0.27643784786641934
6,61,0|1|2|6|7|10,2,0.32355723746452214
6,61,0|1|2|6|7|10,3,0.3815723585378067
6,61,0|1|2|6|7|10,4,0.4700239808153478
6,62,0|2|4|7|8|10,0,0.23902439024390243
6,62,0|2|4|7|8|10,1,0.2375366568914956
6,62,0|2|4|7|8|10,2,0.4133016627078385
6,62,0|2|4|7|8|10,3,0.32592592592592595
6,62,0|2|4|7|8|10,4,0.7164323800290838
6,63,0|2|3|5|6|9,0,0.216867469879518
6,63,0|2|3|5|6|9,1,0.35154394299287417
6,63,0|2|3|5|6|9,2,0.38330170777988615
6,63,0|2|3|5|6|9,3,0.422373235755358
6,63,0|2|3|5|6|9,4,0.44967074317968014
6,64,3|4|5|6|7|10,0,0.43965517241379304
6,64,3|4|5|6|7|10,1,0.4108761329305135
6,64,3|4|5|6|7|10,2,0.6441015430562469
6,64,3|4|5|6|7|10,3,0.5066413662239089
6,64,3|4|5|6|7|10,4,0.6635610766045549
6,65,0|1|2|3|5|6,0,0.2620624408703879
6,65,0|1|2|3|5|6,1,0.2710280373831775
6,65,0|1|2|3|5|6,2,0.48484848484848486
6,65,0|1|2|3|5|6,3,0.13333333333333341
6,65,0|1|2|3|5|6,4,0.39365671641791034
6,66,0|3|5|6|7|9,0,0.2514395393474088
6,66,0|3|5|6|7|9,1,0.19600380589914368
6,66,0|3|5|6|7|9,2,0.32419659735349715
6,66,0|3|5|6|7|9,3,0.30107526881720437
6,66,0|3|5|6|7|9,4,0.5283018867924527
6,67,1|5|6|7|9|10,0,0.16748768472906406
6,67,1|5|6|7|9|10,1,0.27968337730870707
6,67,1|5|6|7|9|10,2,0.31362196409714893
6,67,1|5|6|7|9|10,3,0.352773826458037
6,67,1|5|6|7|9|10,4,0.6486486486486487
6,68,0|1|2|5|6|8,0,0.38154138915318747
6,68,0|1|2|5|6|8,1,0.10451306413301664
6,68,0|1|2|5|6|8,2,0.3838862559241706
6,68,0|1|2|5|6|8,3,0.26176311519740403
6,68,0|1|2|5|6|8,4,0.3222748815165877
6,69,1|2|3|4|8|10,0,0.17272727272727273
6,69,1|2|3|4|8|10,1,0.4106666666666666
6,69,1|2|3|4|8|10,2,0.2763157894736842
6,69,1|2|3|4|8|10,3,0.28159538683325336
6,69,1|2|3|4|8|10,4,0.5151665837891597
6,70,0|2|3|5|7|9,0,0.225821819914245
6,70,0|2|3|5|7|9,1,0.3222748815165877
6,70,0|2|3|5|7|9,2,0.35521965044874826
6,70,0|2|3|5|7|9,3,0.0
6,70,0|2|3|5|7|9,4,0.4454976303317535
6,71,0|1|5|6|7|9,0,0.2345737164390015
6,71,0|1|5|6|7|9,1,0.14393226716839125
6,71,0|1|5|6|7|9,2,0.24593967517401394
6,71,0|1|5|6|7|9,3,0.01812688821752262
6,71,0|1|5|6|7|9,4,0.5679012345679012
6,72,3|5|6|7|9|10,0,0.5201590005678591
6,72,3|5|6|7|9|10,1,0.4173306772908366
6,72,3|5|6|7|9|10,2,0.559207094418362
6,72,3|5|6|7|9|10,3,0.30946882217090066
6,72,3|5|6|7|9|10,4,0.6482260974143115
6,73,0|3|6|8|9|10,0,0.30179028132992336
6,73,0|3|6|8|9|10,1,0.40609137055837563
6,73,0|3|6|8|9|10,2,0.3815723585378067
6,73,0|3|6|8|9|10,3,0.0251572327044024
6,73,0|3|6|8|9|10,4,0.7096774193548387
6,74,1|6|7|8|9|10,0,0.23434593924364544
6,74,1|6|7|8|9|10,1,0.3911845730027548
6,74,1|6|7|8|9|10,2,0.35844155844155834
6,74,1|6|7|8|9|10,3,0.27532719340765865
6,74,1|6|7|8|9|10,4,0.508108108108108
6,75,0|1|4|5|8|10,0,0.5088161209068011
6,75,0|1|4|5|8|10,1,0.308860759493671
6,75,0|1|4|5|8|10,2,0.4105011933174225
6,75,0|1|4|5|8|10,3,0.394310936733693
6,75,0|1|4|5|8|10,4,0.5565302144249513
6,76,0|1|2|3|5|9,0,0.09418548774627589
6,76,0|1|2|3|5|9,1,0.4166273027869627
6,76,0|1|2|3|5|9,2,0.2535885167464115
6,76,0|1|2|3|5|9,3,0.3668831168831168
6,76,0|1|2|3|5|9,4,0.35764705882352943
6,77,0|1|3|5|6|8,0,0.2767295597484276
6,77,0|1|3|5|6|8,1,0.1875
6,77,0|1|3|5|6|8,2,0.3222748815165877
6,77,0|1|3|5|6|8,3,0.16058394160583933
6,77,0|1|3|5|6|8,4,0.47803495512517713
6,78,0|1|4|6|7|10,0,0.14953271028037374
6,78,0|1|4|6|7|10,1,0.33511933755479784
6,78,0|1|4|6|7|10,2,0.2938119981105338
6,78,0|1|4|6|7|10,3,0.19832264430192403
6,78,0|1|4|6|7|10,4,0.514018691588785
6,79,0|1|6|8|9|10,0,0.23372629420809843
6,79,0|1|6|8|9|10,1,0.308860759493671
6,79,0|1|6|8|9|10,2,0.3902439024390243
6,79,0|1|6|8|9|10,3,0.29137760158572856
6,79,0|1|6|8|9|10,4,0.4127436994769378
6,80,1|3|4|7|8|10,0,0.31350750416898265
6,80,1|3|4|7|8|10,1,0.2785793562708102
6,80,1|3|4|7|8|10,2,0.5161290322580645
6,80,1|3|4|7|8|10,3,0.3521594684385383
6,80,1|3|4|7|8|10,4,0.7311271975180973
6,81,0|2|3|5|8|10,0,0.2536905412793876
6,81,0|2|3|5|8|10,1,0.20812182741116747
6,81,0|2|3|5|8|10,2,0.4750593824228029
6,81,0|2|3|5|8|10,3,0.24227065382666002
6,81,0|2|3|5|8|10,4,0.5645933014354068
6,82,0|1|3|5|6|9,0,0.22802850356294546
6,82,0|1|3|5|6|9,1,0.25784966698382494
6,82,0|1|3|5|6|9,2,0.34406535319557907
6,82,0|1|3|5|6|9,3,0.1687979539641945
6,82,0|1|3|5|6|9,4,0.4765513974419706
6,83,2|3|4|5|8|10,0,0.3398781313473257
6,83,2|3|4|5|8|10,1,0.43231441048034935
6,83,2|3|4|5|8|10,2,0.5454545454545454
6,83,2|3|4|5|8|10,3,0.38794726930320145
6,83,2|3|4|5|8|10,4,0.7438423645320198
6,84,3|4|5|6|7|9,0,0.39490445859872614
6,84,3|4|5|6|7|9,1,0.3203422053231939
6,84,3|4|5|6|7|9,2,0.5683111954459203
6,84,3|4|5|6|7|9,3,0.2924751538097492
6,84,3|4|5|6|7|9,4,0.6103896103896104
6,85,1|2|3|6|7|9,0,0.4231667445119103
6,85,1|2|3|6|7|9,1,0.4188235294117647
6,85,1|2|3|6|7|9,2,0.5381335859782095
6,85,1|2|3|6|7|9,3,0.37125748502994005
6,85,1|2|3|6|7|9,4,0.5904023267086767
6,86,0|1|2|4|7|8,0,0.1112682696841113
6,86,0|1|2|4|7|8,1,0.34844868735083534
6,86,0|1|2|4|7|8,2,0.3157894736842105
6,86,0|1|2|4|7|8,3,0.16206261510128916
6,86,0|1|2|4|7|8,4,0.631031220435194
6,87,0|2|4|6|7|9,0,0.4643722733882695
6,87,0|2|4|6|7|9,1,0.1967680608365019
6,87,0|2|4|6|7|9,2,0.441793893129771
6,87,0|2|4|6|7|9,3,0.16547788873038527
6,87,0|2|4|6|7|9,4,0.5703493862134088
6,88,0|1|2|6|7|9,0,0.18410041841004188
6,88,0|1|2|6|7|9,1,0.29026387625113736
6,88,0|1|2|6|7|9,2,0.352773826458037
6,88,0|1|2|6|7|9,3,0.394310936733693
6,88,0|1|2|6|7|9,4,0.4454976303317535
6,89,0|1|4|5|7|9,0,0.3196955280685062
6,89,0|1|4|5|7|9,1,0.27532719340765865
6,89,0|1|4|5|7|9,2,0.3330223880597014
6,89,0|1|4|5|7|9,3,0.14904330312185288
6,89,0|1|4|5|7|9,4,0.4182760244936411
6,90,1|2|3|6|8|9,0,0.36585365853658536
6,90,1|2|3|6|8|9,1,0.1805345436207767
6,90,1|2|3|6|8|9,2,0.3383422200678623
6,90,1|2|3|6|8|9,3,0.3885230479774223
6,90,1|2|3|6|8|9,4,0.5966587112171837
6,91,3|4|5|6|8|10,0,0.215873015873016
6,91,3|4|5|6|8|10,1,0.457002457002457
6,91,3|4|5|6|8|10,2,0.7139364303178484
6,91,3|4|5|6|8|10,3,0.27034611786716556
6,91,3|4|5|6|8|10,4,0.6753246753246753
6,92,0|4|6|7|8|9,0,0.2767295597484276
6,92,0|4|6|7|8|9,1,0.3797709923664122
6,92,0|4|6|7|8|9,2,0.29779239079379993
6,92,0|4|6|7|8|9,3,0.2243436754176612
6,92,0|4|6|7|8|9,4,0.5189935865811544
6,93,0|1|2|4|5|8,0,0.39490445859872614
6,93,0|1|2|4|5|8,1,0.3902439024390243
6,93,0|1|2|4|5|8,2,0.4690052859202307
6,93,0|1|2|4|5|8,3,0.31955922865013764
6,93,0|1|2|4|5|8,4,0.4532710280373832
6,94,2|4|5|6|8|9,0,0.5002562788313685
6,94,2|4|5|6|8|9,1,0.327817993795243
6,94,2|4|5|6|8|9,2,0.5376955903271693
6,94,2|4|5|6|8|9,3,0.4465468306527909
6,94,2|4|5|6|8|9,4,0.5806451612903225
6,95,0|3|4|6|7|10,0,0.2689486552567236
6,95,0|3|4|6|7|10,1,0.441793893129771
6,95,0|3|4|6|7|10,2,0.18028958430639885
6,95,0|3|4|6|7|10,3,0.25983436853002073
6,95,0|3|4|6|7|10,4,0.48
6,96,1|5|6|7|8|9,0,0.38743455497382207
6,96,1|5|6|7|8|9,1,0.38356164383561653
6,96,1|5|6|7|8|9,2,0.35064935064935054
6,96,1|5|6|7|8|9,3,0.26345609065155806
6,96,1|5|6|7|8|9,4,0.4450025113008539
6,97,0|1|4|7|8|9,0,0.41500000000000004
6,97,0|1|4|7|8|9,1,0.3312101910828025
6,97,0|1|4|7|8|9,2,0.3885230479774223
6,97,0|1|4|7|8|9,3,0.14553990610328627
6,97,0|1|4|7|8|9,4,0.4725536992840096
6,98,1|2|3|8|9|10,0,0.3157894736842105
6,98,1|2|3|8|9|10,1,0.32476763258611263
6,98,1|2|3|8|9|10,2,0.5768652979469204
6,98,1|2|3|8|9|10,3,0.4470699432892249
6,98,1|2|3|8|9|10,4,0.7357723577235773
6,99,0|3|5|6|8|10,0,0.3675675675675675
6,99,0|3|5|6|8|10,1,0.22077922077922074
6,99,0|3|5|6|8|10,2,0.5699432892249527
6,99,0|3|5|6|8|10,3,0.033696729435084394
6,99,0|3|5|6|8|10,4,0.5947242206235013
6,100,1|3|4|8|9|10,0,0.36237738026543564
6,100,1|3|4|8|9|10,1,0.41371016235718583
6,100,1|3|4|8|9|10,2,0.5002562788313685
6,100,1|3|4|8|9|10,3,0.3203422053231939
6,100,1|3|4|8|9|10,4,0.6753246753246753
6,101,1|3|4|6|9|10,0,0.3969072164948454
6,101,1|3|4|6|9|10,1,0.433623782675551
6,101,1|3|4|6|9|10,2,0.4871794871794871
6,101,1|3|4|6|9|10,3,0.35176790571169536
6,101,1|3|4|6|9|10,4,0.7775061124694377
6,102,0|1|2|3|4|5,0,0.24783027965284476
6,102,0|1|2|3|4|5,1,0.2958078191238813
6,102,0|1|2|3|4|5,2,0.36658932714617165
6,102,0|1|2|3|4|5,3,-0.15112160566706012
6,102,0|1|2|3|4|5,4,0.27441860465116286
6,103,0|1|3|6|9|10,0,0.2857142857142857
6,103,0|1|3|6|9|10,1,0.2760290556900725
6,103,0|1|3|6|9|10,2,0.3867924528301886
6,103,0|1|3|6|9|10,3,0.17547568710359407
6,103,0|1|3|6|9|10,4,0.6235521235521235
6,104,0|3|6|8|9|10,0,0.30179028132992336
6,104,0|3|6|8|9|10,1,0.40609137055837563
6,104,0|3|6|8|9|10,2,0.3815723585378067
6,104,0|3|6|8|9|10,3,0.0251572327044024
6,104,0|3|6|8|9|10,4,0.7096774193548387
6,105,4|5|6|8|9|10,0,0.36237738026543564
6,105,4|5|6|8|9|10,1,0.3164747120681022
6,105,4|5|6|8|9|10,2,0.29729729729729726
6,105,4|5|6|8|9|10,3,0.2331288343558282
6,105,4|5|6|8|9|10,4,0.48
6,106,0|1|3|4|5|6,0,0.4755576649264357
6,106,0|1|3|4|5|6,1,0.3157894736842105
6,106,0|1|3|4|5|6,2,0.4750593824228029
6,106,0|1|3|4|5|6,3,0.2345110087045572
6,106,0|1|3|4|5|6,4,0.5394426074633916
6,107,3|4|6|7|8|9,0,0.3314285714285714
6,107,3|4|6|7|8|9,1,0.2878486055776892
6,107,3|4|6|7|8|9,2,0.3689320388349515
6,107,3|4|6|7|8|9,3,0.22360248447204978
6,107,3|4|6|7|8|9,4,0.6405228758169934
6,108,1|2|3|4|6|10,0,0.1952380952380952
6,108,1|2|3|4|6|10,1,0.4078947368421052
6,108,1|2|3|4|6|10,2,0.40251572327044016
6,108,1|2|3|4|6|10,3,0.19823788546255494
6,108,1|2|3|4|6|10,4,0.2897862232779098
6,109,1|2|5|6|7|8,0,0.37783375314861467
6,109,1|2|5|6|7|8,1,0.3901234567901234
6,109,1|2|5|6|7|8,2,0.33055419323197643
6,109,1|2|5|6|7|8,3,0.32419659735349715
6,109,1|2|5|6|7|8,4,0.5088161209068011
6,110,2|3|4|7|9|10,0,0.44680851063829785
6,110,2|3|4|7|9|10,1,0.5075757575757576
6,110,2|3|4|7|9|10,2,0.6157635467980296
6,110,2|3|4|7|9|10,3,0.3797709923664122
6,110,2|3|4|7|9|10,4,0.5806451612903225
6,111,0|1|2|3|5|8,0,0.24836601307189543
6,111,0|1|2|3|5|8,1,0.2627599243856332
6,111,0|1|2|3|5|8,2,0.2911332385016596
6,111,0|1|2|3|5|8,3,0.14165666266506605
6,111,0|1|2|3|5|8,4,0.5149253731343283
6,112,0|2|3|5|8|9,0,0.11586901763224189
6,112,0|2|3|5|8|9,1,0.22077922077922074
6,112,0|2|3|5|8|9,2,0.3867924528301886
6,112,0|2|3|5|8|9,3,0.18382722250125572
6,112,0|2|3|5|8|9,4,0.5094339622641508
6,113,0|1|4|6|9|10,0,0.12366341236634126
6,113,0|1|4|6|9|10,1,0.35960591133004927
6,113,0|1|4|6|9|10,2,0.32355723746452214
6,113,0|1|4|6|9|10,3,0.19458467186782924
6,113,0|1|4|6|9|10,4,0.686595949855352
6,114,0|1|2|4|5|9,0,0.2571428571428571
6,114,0|1|2|4|5|9,1,0.34406535319557907
6,114,0|1|2|4|5|9,2,0.3105110896817743
6,114,0|1|2|4|5|9,3,0.1165048543689321
6,114,0|1|2|4|5|9,4,0.26415094339622636
6,115,3|4|5|8|9|10,0,0.3355381840048106
6,115,3|4|5|8|9|10,1,0.31506849315068497
6,115,3|4|5|8|9|10,2,0.4106666666666666
6,115,3|4|5|8|9|10,3,0.2445374244537425
6,115,3|4|5|8|9|10,4,0.6486486486486487
6,116,1|2|4|7|8|10,0,0.2123485285631853
6,116,1|2|4|7|8|10,1,0.3708609271523179
6,116,1|2|4|7|8|10,2,0.4516129032258065
6,116,1|2|4|7|8|10,3,0.22802850356294546
6,116,1|2|4|7|8|10,4,0.6262415054887611
6,117,1|4|5|6|7|10,0,0.3058252427184466
6,117,1|4|5|6|7|10,1,0.36961206896551724
6,117,1|4|5|6|7|10,2,0.4108761329305135
6,117,1|4|5|6|7|10,3,0.538570752484619
6,117,1|4|5|6|7|10,4,0.61
6,118,1|2|3|5|6|7,0,0.3125
6,118,1|2|3|5|6|7,1,0.31839847473784555
6,118,1|2|3|5|6|7,2,0.570754716981132
6,118,1|2|3|5|6|7,3,0.35064935064935054
6,118,1|2|3|5|6|7,4,0.4985535197685632
6,119,0|2|5|7|9|10,0,-0.012658227848101111
6,119,0|2|5|7|9|10,1,0.14473684210526316
6,119,0|2|5|7|9|10,2,0.2897862232779098
6,119,0|2|5|7|9|10,3,0.2535885167464115
6,119,0|2|5|7|9|10,4,0.6537530266343825
6,120,0|2|4|5|8|9,0,0.3046357615894041
6,120,0|2|4|5|8|9,1,0.16547788873038527
6,120,0|2|4|5|8|9,2,0.3896713615023474
6,120,0|2|4|5|8|9,3,0.25658876181004475
6,120,0|2|4|5|8|9,4,0.352773826458037
6,121,0|2|5|7|9|10,0,-0.012658227848101111
6,121,0|2|5|7|9|10,1,0.14473684210526316
6,121,0|2|5|7|9|10,2,0.2897862232779098
6,121,0|2|5|7|9|10,3,0.2535885167464115
6,121,0|2|5|7|9|10,4,0.6537530266343825
6,122,0|1|4|6|9|10,0,0.12366341236634126
6,122,0|1|4|6|9|10,1,0.35960591133004927
6,122,0|1|4|6|9|10,2,0.32355723746452214
6,122,0|1|4|6|9|10,3,0.19458467186782924
6,122,0|1|4|6|9|10,4,0.686595949855352
6,123,0|3|7|8|9|10,0,0.1952380952380952
6,123,0|3|7|8|9|10,1,0.3003587903639159
6,123,0|3|7|8|9|10,2,0.5323741007194245
6,123,0|3|7|8|9|10,3,0.2620624408703879
6,123,0|3|7|8|9|10,4,0.5894736842105264
6,124,0|2|4|5|7|9,0,0.3196955280685062
6,124,0|2|4|5|7|9,1,0.13167938931297707
6,124,0|2|4|5|7|9,2,0.413858566682487
6,124,0|2|4|5|7|9,3,0.11139240506329118
6,124,0|2|4|5|7|9,4,0.3196955280685062
6,125,1|2|3|4|5|8,0,0.3668831168831168
6,125,1|2|3|4|5|8,1,0.521824423737126
6,125,1|2|3|4|5|8,2,0.5066413662239089
6,125,1|2|3|4|5|8,3,0.4450025113008539
6,125,1|2|3|4|5|8,4,0.570754716981132
6,126,0|4|6|8|9|10,0,0.3003587903639159
6,126,0|4|6|8|9|10,1,0.45806768023540945
6,126,0|4|6|8|9|10,2,0.28159538683325336
6,126,0|4|6|8|9|10,3,0.08716707021791759
6,126,0|4|6|8|9|10,4,0.74
6,127,0|3|7|8|9|10,0,0.1952380952380952
6,127,0|3|7|8|9|10,1,0.3003587903639159
6,127,0|3|7|8|9|10,2,0.5323741007194245
6,127,0|3|7|8|9|10,3,0.2620624408703879
6,127,0|3|7|8|9|10,4,0.5894736842105264
6,128,1|2|3|5|9|10,0,0.3668831168831168
6,128,1|2|3|5|9|10,1,0.4548593981253083
6,128,1|2|3|5|9|10,2,0.49514563106796117
6,128,1|2|3|5|9|10,3,0.5094339622641508
6,128,1|2|3|5|9|10,4,0.4715447154471545
6,129,1|2|5|6|7|8,0,0.37783375314861467
6,129,1|2|5|6|7|8,1,0.3901234567901234
6,129,1|2|5|6|7|8,2,0.33055419323197643
6,129,1|2|5|6|7|8,3,0.32419659735349715
6,129,1|2|5|6|7|8,4,0.5088161209068011
6,130,1|3|6|7|9|10,0,0.35072142064372924
6,130,1|3|6|7|9|10,1,0.32291666666666674
6,130,1|3|6|7|9|10,2,0.5328222328701486
6,130,1|3|6|7|9|10,3,0.5094339622641508
6,130,1|3|6|7|9|10,4,0.5783783783783784
6,131,0|1|4|7|8|9,0,0.41500000000000004
6,131,0|1|4|7|8|9,1,0.3312101910828025
6,131,0|1|4|7|8|9,2,0.3885230479774223
6,131,0|1|4|7|8|9,3,0.14553990610328627
6,131,0|1|4|7|8|9,4,0.4725536992840096
6,132,1|2|3|4|6|9,0,0.44863336475023563
6,132,1|2|3|4|6|9,1,0.4985535197685632
