# of predictors,i,predictors,fold,cohen_kappa_score
2,46,3|10,0,0.19378427787934183
2,46,3|10,1,0.2264150943396226
2,46,3|10,2,0.03675389591296674
2,46,3|10,3,0.32369942196531787
2,46,3|10,4,0.1729583395999399
2,47,5|7,0,0.1658841940532082
2,47,5|7,1,0.25035161744022505
2,47,5|7,2,0.2735068007096392
2,47,5|7,3,-0.1419698314108251
2,47,5|7,4,0.38095238095238104
2,48,7|10,0,0.06134969325153383
2,48,7|10,1,0.24240411754939395
2,48,7|10,2,0.2556591211717709
2,48,7|10,3,0.035335689045936536
2,48,7|10,4,0.2734924796467504
2,49,1|3,0,0.22808671065032982
2,49,1|3,1,0.22881355932203395
2,49,1|3,2,0.3454063604240284
2,49,1|3,3,0.19702602230483268
2,49,1|3,4,0.4019843656043295
2,50,5|10,0,0.027027027027026973
2,50,5|10,1,0.3255958872098458
2,50,5|10,2,0.3360977738978611
2,50,5|10,3,0.035335689045936536
2,50,5|10,4,0.28729281767955794
2,51,0|8,0,0.28855721393034817
2,51,0|8,1,0.1917098445595855
2,51,0|8,2,0.33551769331585846
2,51,0|8,3,0.10598006644518276
2,51,0|8,4,0.42297650130548303
2,52,7|9,0,0.2868142444658326
2,52,7|9,1,0.20231488821943866
2,52,7|9,2,0.36701272115806405
2,52,7|9,3,-0.07371225577264662
2,52,7|9,4,0.2635333613092741
2,53,9|10,0,0.3312101910828026
2,53,9|10,1,0.2719004308281474
2,53,9|10,2,0.3208268441172306
2,53,9|10,3,-0.034482758620689724
2,53,9|10,4,0.20725388601036265
2,54,8|9,0,0.35582822085889576
2,54,8|9,1,0.38781163434903054
2,54,8|9,2,0.31028037383177565
2,54,8|9,3,0.0302457466918713
2,54,8|9,4,0.3434343434343434
2,55,6|10,0,0.15967930516118256
2,55,6|10,1,0.15857605177993517
2,55,6|10,2,0.313439244310863
2,55,6|10,3,-0.05738057667479568
2,55,6|10,4,0.23005209761447765
2,56,4|10,0,0.40740740740740744
2,56,4|10,1,0.29032258064516125
2,56,4|10,2,0.1349026708918063
2,56,4|10,3,0.1440252474537369
2,56,4|10,4,0.24425416854438942
2,57,1|10,0,0.15039535258996284
2,57,1|10,1,0.20739968733715475
2,57,1|10,2,0.4233206590621039
2,57,1|10,3,0.12477064220183487
2,57,1|10,4,0.2962652119177507
2,58,1|5,0,0.36777468478794817
2,58,1|5,1,0.2933250735635744
2,58,1|5,2,0.39521488701816576
2,58,1|5,3,0.3508771929824561
2,58,1|5,4,0.4262148907712884
2,59,7|9,0,0.2868142444658326
2,59,7|9,1,0.20231488821943866
2,59,7|9,2,0.36701272115806405
2,59,7|9,3,-0.07371225577264662
2,59,7|9,4,0.2635333613092741
2,60,6|8,0,0.2826379542395694
2,60,6|8,1,0.25889231768718535
2,60,6|8,2,0.43122676579925645
2,60,6|8,3,-0.011627906976744207
2,60,6|8,4,0.5089928057553957
2,61,3|5,0,0.2381031891801637
2,61,3|5,1,0.19827963259950432
2,61,3|5,2,0.44957365480740963
2,61,3|5,3,0.10373443983402497
2,61,3|5,4,0.46716615249008375
2,62,0|9,0,0.24729326847638478
2,62,0|9,1,0.28626692456479685
2,62,0|9,2,0.4019278516138455
2,62,0|9,3,-0.0938104448742747
2,62,0|9,4,0.4
2,63,1|6,0,0.2777777777777778
2,63,1|6,1,0.06575857209957725
2,63,1|6,2,0.5019815059445178
2,63,1|6,3,0.2122905027932962
2,63,1|6,4,0.44451038575667656
2,64,4|8,0,0.24137931034482762
2,64,4|8,1,0.2771693344566134
2,64,4|8,2,0.4347826086956522
2,64,4|8,3,0.11121239744758438
2,64,4|8,4,0.524890961046774
2,65,5|9,0,0.2810164424514201
2,65,5|9,1,0.32500000000000007
2,65,5|9,2,0.33493659816353294
2,65,5|9,3,0.06978798586572454
2,65,5|9,4,0.3192848020434227
2,66,5|7,0,0.1658841940532082
2,66,5|7,1,0.25035161744022505
2,66,5|7,2,0.2735068007096392
2,66,5|7,3,-0.1419698314108251
2,66,5|7,4,0.38095238095238104
2,67,1|8,0,0.2580849714648066
2,67,1|8,1,0.14814814814814814
2,67,1|8,2,0.3666666666666667
2,67,1|8,3,0.2680965147453084
2,67,1|8,4,0.5363276089828268
2,68,2|6,0,0.3338327839376686
2,68,2|6,1,0.11026615969581732
2,68,2|6,2,0.416030534351145
2,68,2|6,3,0.2277227722772277
2,68,2|6,4,0.5211459754433834
2,69,0|10,0,0.04429783223374173
2,69,0|10,1,0.07429261096955886
2,69,0|10,2,0.1400778210116731
2,69,0|10,3,0.13249516441005793
2,69,0|10,4,0.01654846335697402
2,70,2|7,0,0.3734007735792919
2,70,2|7,1,0.2716679968076616
2,70,2|7,2,0.3789442642288411
2,70,2|7,3,0.4385633270321361
2,70,2|7,4,0.5996131528046422
2,71,6|8,0,0.2826379542395694
2,71,6|8,1,0.25889231768718535
2,71,6|8,2,0.43122676579925645
2,71,6|8,3,-0.011627906976744207
2,71,6|8,4,0.5089928057553957
2,72,0|1,0,0.22881355932203395
2,72,0|1,1,0.17849898580121693
2,72,0|1,2,0.5399737876802098
2,72,0|1,3,0.1338086098162874
2,72,0|1,4,0.44533333333333336
2,73,1|3,0,0.22808671065032982
2,73,1|3,1,0.22881355932203395
2,73,1|3,2,0.3454063604240284
2,73,1|3,3,0.19702602230483268
2,73,1|3,4,0.4019843656043295
2,74,4|8,0,0.24137931034482762
2,74,4|8,1,0.2771693344566134
2,74,4|8,2,0.4347826086956522
2,74,4|8,3,0.11121239744758438
2,74,4|8,4,0.524890961046774
2,75,7|8,0,0.2807017543859649
2,75,7|8,1,0.2191902713925553
2,75,7|8,2,0.18497109826589597
2,75,7|8,3,0.11698113207547167
2,75,7|8,4,0.3761348897535668
2,76,2|4,0,0.34577603143418467
2,76,2|4,1,0.24338624338624348
2,76,2|4,2,0.31398416886543534
2,76,2|4,3,0.11704399829132839
2,76,2|4,4,0.28767123287671237
2,77,3|6,0,0.3042616451932607
2,77,3|6,1,0.13305412371134018
2,77,3|6,2,0.22766612879565795
2,77,3|6,3,0.0070237050043897575
2,77,3|6,4,0.5039370078740157
2,78,0|7,0,0.10913705583756339
2,78,0|7,1,0.12672701286326815
2,78,0|7,2,0.259493670886076
2,78,0|7,3,-0.0938104448742747
2,78,0|7,4,0.3258426966292134
2,79,1|5,0,0.36777468478794817
2,79,1|5,1,0.2933250735635744
2,79,1|5,2,0.39521488701816576
2,79,1|5,3,0.3508771929824561
2,79,1|5,4,0.4262148907712884
2,80,9|10,0,0.3312101910828026
2,80,9|10,1,0.2719004308281474
2,80,9|10,2,0.3208268441172306
2,80,9|10,3,-0.034482758620689724
2,80,9|10,4,0.20725388601036265
2,81,3|7,0,0.31686918100047345
2,81,3|7,1,0.1892913385826771
2,81,3|7,2,0.27329192546583847
2,81,3|7,3,0.2016129032258065
2,81,3|7,4,0.444015444015444
2,82,8|10,0,0.21648216482164817
2,82,8|10,1,0.33532934131736536
2,82,8|10,2,0.5341296928327646
2,82,8|10,3,0.08141901715614996
2,82,8|10,4,0.42297650130548303
2,83,4|9,0,0.2868142444658326
2,83,4|9,1,0.30789707187222715
2,83,4|9,2,0.41671554252199416
2,83,4|9,3,0.14728211357424847
2,83,4|9,4,0.5672436750998668
2,84,3|6,0,0.3042616451932607
2,84,3|6,1,0.13305412371134018
2,84,3|6,2,0.22766612879565795
2,84,3|6,3,0.0070237050043897575
2,84,3|6,4,0.5039370078740157
2,85,6|8,0,0.2826379542395694
2,85,6|8,1,0.25889231768718535
2,85,6|8,2,0.43122676579925645
2,85,6|8,3,-0.011627906976744207
2,85,6|8,4,0.5089928057553957
2,86,6|9,0,0.28197674418604646
2,86,6|9,1,0.17099669343410495
2,86,6|9,2,0.4516695957820738
2,86,6|9,3,0.08445297504798455
2,86,6|9,4,0.4675767918088737
2,87,3|7,0,0.31686918100047345
2,87,3|7,1,0.1892913385826771
2,87,3|7,2,0.27329192546583847
2,87,3|7,3,0.2016129032258065
2,87,3|7,4,0.444015444015444
2,88,2|10,0,0.22702702702702693
2,88,2|10,1,0.15367304291914485
2,88,2|10,2,0.26161790017211706
2,88,2|10,3,0.22099447513812154
2,88,2|10,4,0.36867434738223703
2,89,1|5,0,0.36777468478794817
2,89,1|5,1,0.2933250735635744
2,89,1|5,2,0.39521488701816576
2,89,1|5,3,0.3508771929824561
2,89,1|5,4,0.4262148907712884
2,90,7|9,0,0.2868142444658326
2,90,7|9,1,0.20231488821943866
2,90,7|9,2,0.36701272115806405
2,90,7|9,3,-0.07371225577264662
2,90,7|9,4,0.2635333613092741
2,91,6|7,0,0.33255033557046987
2,91,6|7,1,0.13998082454458294
2,91,6|7,2,0.42740619902120724
2,91,6|7,3,0.09437332539446264
2,91,6|7,4,0.4528836616125833
2,92,6|8,0,0.2826379542395694
2,92,6|8,1,0.25889231768718535
2,92,6|8,2,0.43122676579925645
2,92,6|8,3,-0.011627906976744207
2,92,6|8,4,0.5089928057553957
2,93,1|4,0,0.2864738076622362
2,93,1|4,1,0.17721518987341778
2,93,1|4,2,0.4342857142857143
2,93,1|4,3,0.1400778210116731
2,93,1|4,4,0.4396887159533074
2,94,6|8,0,0.2826379542395694
2,94,6|8,1,0.25889231768718535
2,94,6|8,2,0.43122676579925645
2,94,6|8,3,-0.011627906976744207
2,94,6|8,4,0.5089928057553957
2,95,7|8,0,0.2807017543859649
2,95,7|8,1,0.2191902713925553
2,95,7|8,2,0.18497109826589597
2,95,7|8,3,0.11698113207547167
2,95,7|8,4,0.3761348897535668
2,96,5|9,0,0.2810164424514201
2,96,5|9,1,0.32500000000000007
2,96,5|9,2,0.33493659816353294
2,96,5|9,3,0.06978798586572454
2,96,5|9,4,0.3192848020434227
2,97,3|5,0,0.2381031891801637
2,97,3|5,1,0.19827963259950432
2,97,3|5,2,0.44957365480740963
2,97,3|5,3,0.10373443983402497
2,97,3|5,4,0.46716615249008375
2,98,2|7,0,0.3734007735792919
2,98,2|7,1,0.2716679968076616
2,98,2|7,2,0.3789442642288411
2,98,2|7,3,0.4385633270321361
2,98,2|7,4,0.5996131528046422
2,99,4|7,0,0.19384474046853462
2,99,4|7,1,0.21864111498257843
2,99,4|7,2,0.19144243493603874
2,99,4|7,3,0.32717917675544794
2,99,4|7,4,0.513946587537092
2,100,5|6,0,0.35207249538513175
2,100,5|6,1,0.04878048780487798
2,100,5|6,2,0.4430229098482594
2,100,5|6,3,0.18553268765133168
2,100,5|6,4,0.4387265590928914
2,101,5|7,0,0.1658841940532082
2,101,5|7,1,0.25035161744022505
2,101,5|7,2,0.2735068007096392
2,101,5|7,3,-0.1419698314108251
2,101,5|7,4,0.38095238095238104
2,102,4|7,0,0.19384474046853462
2,102,4|7,1,0.21864111498257843
2,102,4|7,2,0.19144243493603874
2,102,4|7,3,0.32717917675544794
2,102,4|7,4,0.513946587537092
2,103,5|8,0,0.1603875134553282
2,103,5|8,1,0.30225988700564965
2,103,5|8,2,0.31818181818181823
2,103,5|8,3,0.09882284551663989
2,103,5|8,4,0.4327897752313795
2,104,3|5,0,0.2381031891801637
2,104,3|5,1,0.19827963259950432
2,104,3|5,2,0.44957365480740963
2,104,3|5,3,0.10373443983402497
2,104,3|5,4,0.46716615249008375
2,105,8|10,0,0.21648216482164817
2,105,8|10,1,0.33532934131736536
2,105,8|10,2,0.5341296928327646
2,105,8|10,3,0.08141901715614996
2,105,8|10,4,0.42297650130548303
2,106,8|10,0,0.21648216482164817
2,106,8|10,1,0.33532934131736536
2,106,8|10,2,0.5341296928327646
2,106,8|10,3,0.08141901715614996
2,106,8|10,4,0.42297650130548303
2,107,6|7,0,0.33255033557046987
2,107,6|7,1,0.13998082454458294
2,107,6|7,2,0.42740619902120724
2,107,6|7,3,0.09437332539446264
2,107,6|7,4,0.4528836616125833
2,108,1|3,0,0.22808671065032982
2,108,1|3,1,0.22881355932203395
2,108,1|3,2,0.3454063604240284
2,108,1|3,3,0.19702602230483268
2,108,1|3,4,0.4019843656043295
2,109,5|9,0,0.2810164424514201
2,109,5|9,1,0.32500000000000007
2,109,5|9,2,0.33493659816353294
2,109,5|9,3,0.06978798586572454
2,109,5|9,4,0.3192848020434227
2,110,6|10,0,0.15967930516118256
2,110,6|10,1,0.15857605177993517
2,110,6|10,2,0.313439244310863
2,110,6|10,3,-0.05738057667479568
2,110,6|10,4,0.23005209761447765
2,111,5|9,0,0.2810164424514201
2,111,5|9,1,0.32500000000000007
2,111,5|9,2,0.33493659816353294
2,111,5|9,3,0.06978798586572454
2,111,5|9,4,0.3192848020434227
2,112,4|7,0,0.19384474046853462
2,112,4|7,1,0.21864111498257843
2,112,4|7,2,0.19144243493603874
2,112,4|7,3,0.32717917675544794
2,112,4|7,4,0.513946587537092
2,113,0|5,0,0.1590983338778178
2,113,0|5,1,0.24288939051918734
2,113,0|5,2,0.38885664538595477
2,113,0|5,3,-0.05609284332688591
2,113,0|5,4,0.3710591311927939
2,114,2|8,0,0.324110671936759
2,114,2|8,1,0.14783821478382142
2,114,2|8,2,0.3571428571428572
2,114,2|8,3,0.30294906166219837
2,114,2|8,4,0.47344734473447336
2,115,0|9,0,0.24729326847638478
2,115,0|9,1,0.28626692456479685
2,115,0|9,2,0.4019278516138455
2,115,0|9,3,-0.0938104448742747
2,115,0|9,4,0.4
2,116,7|8,0,0.2807017543859649
2,116,7|8,1,0.2191902713925553
2,116,7|8,2,0.18497109826589597
2,116,7|8,3,0.11698113207547167
2,116,7|8,4,0.3761348897535668
2,117,0|6,0,0.2881844380403459
2,117,0|6,1,0.0842204132748905
2,117,0|6,2,0.3695937090432503
2,117,0|6,3,0.010974343763903383
2,117,0|6,4,0.41534391534391535
2,118,2|8,0,0.324110671936759
2,118,2|8,1,0.14783821478382142
2,118,2|8,2,0.3571428571428572
2,118,2|8,3,0.30294906166219837
2,118,2|8,4,0.47344734473447336
2,119,3|5,0,0.2381031891801637
2,119,3|5,1,0.19827963259950432
2,119,3|5,2,0.44957365480740963
2,119,3|5,3,0.10373443983402497
2,119,3|5,4,0.46716615249008375
2,120,2|7,0,0.3734007735792919
2,120,2|7,1,0.2716679968076616
2,120,2|7,2,0.3789442642288411
2,120,2|7,3,0.4385633270321361
2,120,2|7,4,0.5996131528046422
2,121,8|10,0,0.21648216482164817
2,121,8|10,1,0.33532934131736536
2,121,8|10,2,0.5341296928327646
2,121,8|10,3,0.08141901715614996
2,121,8|10,4,0.42297650130548303
2,122,7|10,0,0.06134969325153383
2,122,7|10,1,0.24240411754939395
2,122,7|10,2,0.2556591211717709
2,122,7|10,3,0.035335689045936536
2,122,7|10,4,0.2734924796467504
2,123,5|9,0,0.2810164424514201
2,123,5|9,1,0.32500000000000007
2,123,5|9,2,0.33493659816353294
2,123,5|9,3,0.06978798586572454
2,123,5|9,4,0.3192848020434227
2,124,6|8,0,0.2826379542395694
2,124,6|8,1,0.25889231768718535
2,124,6|8,2,0.43122676579925645
2,124,6|8,3,-0.011627906976744207
2,124,6|8,4,0.5089928057553957
2,125,3|9,0,0.44001852709587774
2,125,3|9,1,0.2928870292887029
2,125,3|9,2,0.31034482758620685
2,125,3|9,3,0.04878048780487809
2,125,3|9,4,0.506031363088058
2,126,4|5,0,0.1887366818873667
2,126,4|5,1,0.2287833012908541
2,126,4|5,2,0.4
2,126,4|5,3,0.21308468358300203
2,126,4|5,4,0.4948637784725324
2,127,0|6,0,0.2881844380403459
2,127,0|6,1,0.0842204132748905
2,127,0|6,2,0.3695937090432503
2,127,0|6,3,0.010974343763903383
2,127,0|6,4,0.41534391534391535
2,128,4|7,0,0.19384474046853462
2,128,4|7,1,0.21864111498257843
2,128,4|7,2,0.19144243493603874
2,128,4|7,3,0.32717917675544794
2,128,4|7,4,0.513946587537092
2,129,1|8,0,0.2580849714648066
2,129,1|8,1,0.14814814814814814
2,129,1|8,2,0.3666666666666667
2,129,1|8,3,0.2680965147453084
2,129,1|8,4,0.5363276089828268
2,130,3|9,0,0.44001852709587774
2,130,3|9,1,0.2928870292887029
2,130,3|9,2,0.31034482758620685
2,130,3|9,3,0.04878048780487809
2,130,3|9,4,0.506031363088058
2,131,2|6,0,0.3338327839376686
2,131,2|6,1,0.11026615969581732
2,131,2|6,2,0.416030534351145
2,131,2|6,3,0.2277227722772277
2,131,2|6,4,0.5211459754433834
2,132,7|8,0,0.2807017543859649
2,132,7|8,1,0.2191902713925553
2,132,7|8,2,0.18497109826589597
2,132,7|8,3,0.11698113207547167
2,132,7|8,4,0.3761348897535668
2,133,6|10,0,0.15967930516118256
2,133,6|10,1,0.15857605177993517
2,133,6|10,2,0.313439244310863
2,133,6|10,3,-0.05738057667479568
2,133,6|10,4,0.23005209761447765
2,134,2|8,0,0.324110671936759
2,134,2|8,1,0.14783821478382142
2,134,2|8,2,0.3571428571428572
2,134,2|8,3,0.30294906166219837
2,134,2|8,4,0.47344734473447336
2,135,4|10,0,0.40740740740740744
2,135,4|10,1,0.29032258064516125
2,135,4|10,2,0.1349026708918063
2,135,4|10,3,0.1440252474537369
2,135,4|10,4,0.24425416854438942
2,136,1|2,0,0.19962686567164178
