# of predictors,i,predictors,fold,f1_score_macro
12,23,5|11|12|14|17|21|25|26|27|30|31|33,0,0.6310113713172263
12,23,5|11|12|14|17|21|25|26|27|30|31|33,1,0.5887211577640875
12,23,5|11|12|14|17|21|25|26|27|30|31|33,2,0.5948746089194282
12,24,1|6|10|11|17|24|27|29|30|31|33|36,0,0.5999355853653547
12,24,1|6|10|11|17|24|27|29|30|31|33|36,1,0.5817251036030325
12,24,1|6|10|11|17|24|27|29|30|31|33|36,2,0.5934440323772997
12,25,0|5|6|8|9|13|14|18|19|26|30|31,0,0.6074947521286315
12,25,0|5|6|8|9|13|14|18|19|26|30|31,1,0.5962331620663521
12,25,0|5|6|8|9|13|14|18|19|26|30|31,2,0.607410838018784
12,26,4|5|13|15|17|19|21|23|26|28|29|30,0,0.6067041805337801
12,26,4|5|13|15|17|19|21|23|26|28|29|30,1,0.5880037819472957
12,26,4|5|13|15|17|19|21|23|26|28|29|30,2,0.6069555287797357
12,27,3|6|9|10|16|18|22|28|29|30|33|36,0,0.6029996097724905
12,27,3|6|9|10|16|18|22|28|29|30|33|36,1,0.6179887948533721
12,27,3|6|9|10|16|18|22|28|29|30|33|36,2,0.5993687163840781
12,28,1|4|10|12|14|16|18|19|20|24|25|30,0,0.5967354492458569
12,28,1|4|10|12|14|16|18|19|20|24|25|30,1,0.5902958877770457
12,28,1|4|10|12|14|16|18|19|20|24|25|30,2,0.6096992860734085
12,29,6|9|11|18|20|21|22|27|30|31|33|36,0,0.5916468631967376
12,29,6|9|11|18|20|21|22|27|30|31|33|36,1,0.5891267728562202
12,29,6|9|11|18|20|21|22|27|30|31|33|36,2,0.5787513097033675
12,30,0|2|4|10|11|17|19|24|27|29|31|32,0,0.5773758049243978
12,30,0|2|4|10|11|17|19|24|27|29|31|32,1,0.5757980521315574
12,30,0|2|4|10|11|17|19|24|27|29|31|32,2,0.5792742945311148
12,31,0|2|7|10|11|15|17|18|21|26|33|34,0,0.6292745617272167
12,31,0|2|7|10|11|15|17|18|21|26|33|34,1,0.6083159070298435
12,31,0|2|7|10|11|15|17|18|21|26|33|34,2,0.6093930967778222
14,0,0|3|5|7|8|12|14|18|21|23|25|29|30|34,0,0.6254751551391181
14,0,0|3|5|7|8|12|14|18|21|23|25|29|30|34,1,0.6375497984075215
14,0,0|3|5|7|8|12|14|18|21|23|25|29|30|34,2,0.6140360547721029
14,1,0|3|4|5|7|8|12|13|14|20|21|23|30|34,0,0.6030421691027957
14,1,0|3|4|5|7|8|12|13|14|20|21|23|30|34,1,0.5939204824728296
14,1,0|3|4|5|7|8|12|13|14|20|21|23|30|34,2,0.588293284134962
14,2,2|5|6|7|11|14|17|19|23|25|26|28|29|30,0,0.630630913316424
14,2,2|5|6|7|11|14|17|19|23|25|26|28|29|30,1,0.6170271196387814
14,2,2|5|6|7|11|14|17|19|23|25|26|28|29|30,2,0.6262048943088746
14,3,5|6|9|13|15|17|19|21|22|23|26|27|28|30,0,0.6000168629837063
14,3,5|6|9|13|15|17|19|21|22|23|26|27|28|30,1,0.6130809623438539
14,3,5|6|9|13|15|17|19|21|22|23|26|27|28|30,2,0.6156791983832748
14,4,2|3|4|7|8|13|17|19|22|24|26|28|33|36,0,0.6014789232749835
14,4,2|3|4|7|8|13|17|19|22|24|26|28|33|36,1,0.6031117278898788
14,4,2|3|4|7|8|13|17|19|22|24|26|28|33|36,2,0.6067251103256021
14,5,1|7|14|15|16|19|20|29|30|31|33|34|35|36,0,0.6204096427349292
14,5,1|7|14|15|16|19|20|29|30|31|33|34|35|36,1,0.6215905849007269
14,5,1|7|14|15|16|19|20|29|30|31|33|34|35|36,2,0.6095042756012553
14,6,5|8|9|12|13|15|18|19|22|23|24|33|35|36,0,0.6099681896509165
14,6,5|8|9|12|13|15|18|19|22|23|24|33|35|36,1,0.5981854838385433
14,6,5|8|9|12|13|15|18|19|22|23|24|33|35|36,2,0.6189842640367496
14,7,1|3|5|6|15|16|17|20|22|25|27|28|30|32,0,0.6357974850048561
14,7,1|3|5|6|15|16|17|20|22|25|27|28|30|32,1,0.6186185522475
14,7,1|3|5|6|15|16|17|20|22|25|27|28|30|32,2,0.6118529029736821
14,8,3|6|7|8|10|13|15|20|21|22|25|27|29|33,0,0.6218128135234587
14,8,3|6|7|8|10|13|15|20|21|22|25|27|29|33,1,0.6084619766688505
14,8,3|6|7|8|10|13|15|20|21|22|25|27|29|33,2,0.5874029833453798
14,9,1|5|12|15|16|19|20|22|24|26|27|28|33|36,0,0.5915282700574994
14,9,1|5|12|15|16|19|20|22|24|26|27|28|33|36,1,0.5977396136412092
14,9,1|5|12|15|16|19|20|22|24|26|27|28|33|36,2,0.6049023305534112
14,10,3|4|7|11|12|15|16|17|19|20|25|26|34|35,0,0.5983986948573968
14,10,3|4|7|11|12|15|16|17|19|20|25|26|34|35,1,0.5876619029096471
14,10,3|4|7|11|12|15|16|17|19|20|25|26|34|35,2,0.591718429928158
14,11,1|2|4|7|11|13|14|16|17|19|21|23|25|32,0,0.6064637047141185
14,11,1|2|4|7|11|13|14|16|17|19|21|23|25|32,1,0.5711351588247037
14,11,1|2|4|7|11|13|14|16|17|19|21|23|25|32,2,0.6085582728967251
14,12,0|1|2|3|6|8|9|16|24|28|30|31|32|36,0,0.6047764327868651
14,12,0|1|2|3|6|8|9|16|24|28|30|31|32|36,1,0.6070308523680487
14,12,0|1|2|3|6|8|9|16|24|28|30|31|32|36,2,0.5897306255512783
14,13,0|2|7|10|11|14|15|16|18|19|22|23|27|29,0,0.6087238551490254
14,13,0|2|7|10|11|14|15|16|18|19|22|23|27|29,1,0.616068254037129
14,13,0|2|7|10|11|14|15|16|18|19|22|23|27|29,2,0.61809600301039
14,14,7|12|15|17|18|21|23|24|25|28|31|32|34|35,0,0.6363745334391187
14,14,7|12|15|17|18|21|23|24|25|28|31|32|34|35,1,0.6295242446808138
14,14,7|12|15|17|18|21|23|24|25|28|31|32|34|35,2,0.6153870154588937
14,15,2|4|8|9|12|17|22|23|25|26|27|28|31|32,0,0.6282686692513236
14,15,2|4|8|9|12|17|22|23|25|26|27|28|31|32,1,0.6118386274194912
14,15,2|4|8|9|12|17|22|23|25|26|27|28|31|32,2,0.6170991850975981
14,16,4|6|8|10|13|14|20|23|27|28|33|34|35|36,0,0.6114478538877898
14,16,4|6|8|10|13|14|20|23|27|28|33|34|35|36,1,0.6292951189777413
14,16,4|6|8|10|13|14|20|23|27|28|33|34|35|36,2,0.6095448839281216
14,17,10|13|15|16|17|18|20|23|25|26|29|30|32|36,0,0.6134927719956327
14,17,10|13|15|16|17|18|20|23|25|26|29|30|32|36,1,0.6181879418954866
14,17,10|13|15|16|17|18|20|23|25|26|29|30|32|36,2,0.5984577282129853
14,18,5|8|10|11|14|15|19|20|22|24|25|26|31|36,0,0.6289472523503393
14,18,5|8|10|11|14|15|19|20|22|24|25|26|31|36,1,0.6257035520169225
14,18,5|8|10|11|14|15|19|20|22|24|25|26|31|36,2,0.6362556005782493
14,19,0|1|3|4|5|7|8|10|12|14|17|23|29|33,0,0.6280406337392019
14,19,0|1|3|4|5|7|8|10|12|14|17|23|29|33,1,0.6281641703247667
14,19,0|1|3|4|5|7|8|10|12|14|17|23|29|33,2,0.6168290295782101
14,20,1|3|7|8|9|13|15|17|21|22|24|28|32|36,0,0.5998289680179218
14,20,1|3|7|8|9|13|15|17|21|22|24|28|32|36,1,0.612749444889828
14,20,1|3|7|8|9|13|15|17|21|22|24|28|32|36,2,0.6183972964382115
14,21,5|8|11|12|17|21|25|26|27|30|31|33|35|36,0,0.6041920644326445
14,21,5|8|11|12|17|21|25|26|27|30|31|33|35|36,1,0.5950741222794491
14,21,5|8|11|12|17|21|25|26|27|30|31|33|35|36,2,0.5963613876174808
14,22,1|3|4|6|13|17|21|23|24|27|29|30|34|35,0,0.629545621678273
14,22,1|3|4|6|13|17|21|23|24|27|29|30|34|35,1,0.6366001635379357
14,22,1|3|4|6|13|17|21|23|24|27|29|30|34|35,2,0.6146212307866485
14,23,0|2|6|7|8|9|10|13|14|16|19|20|27|35,0,0.6113022201916659
14,23,0|2|6|7|8|9|10|13|14|16|19|20|27|35,1,0.6205773448633475
14,23,0|2|6|7|8|9|10|13|14|16|19|20|27|35,2,0.6236716766362422
14,24,1|5|9|16|18|22|26|28|29|30|31|34|35|36,0,0.6075331137292546
14,24,1|5|9|16|18|22|26|28|29|30|31|34|35|36,1,0.6166743625004186
14,24,1|5|9|16|18|22|26|28|29|30|31|34|35|36,2,0.6193110255198936
14,25,0|4|10|12|13|14|16|18|19|20|24|25|28|31,0,0.6131374410522573
14,25,0|4|10|12|13|14|16|18|19|20|24|25|28|31,1,0.6176979964340684
14,25,0|4|10|12|13|14|16|18|19|20|24|25|28|31,2,0.6374007427845956
14,26,6|9|11|16|18|20|21|22|25|27|30|31|33|36,0,0.5897726408892868
14,26,6|9|11|16|18|20|21|22|25|27|30|31|33|36,1,0.5964712695895104
14,26,6|9|11|16|18|20|21|22|25|27|30|31|33|36,2,0.5907208856720656
14,27,0|1|2|4|5|10|11|17|19|24|27|29|31|34,0,0.6014995888857158
14,27,0|1|2|4|5|10|11|17|19|24|27|29|31|34,1,0.5986605152368066
14,27,0|1|2|4|5|10|11|17|19|24|27|29|31|34,2,0.6091443311217667
14,28,0|5|7|10|12|14|18|20|21|26|28|31|33|35,0,0.6429063000085965
14,28,0|5|7|10|12|14|18|20|21|26|28|31|33|35,1,0.657502235500668
14,28,0|5|7|10|12|14|18|20|21|26|28|31|33|35,2,0.6168528589812882
14,29,0|1|2|5|6|10|11|16|18|19|22|26|29|32,0,0.5983094686376822
14,29,0|1|2|5|6|10|11|16|18|19|22|26|29|32,1,0.5819458239777514
14,29,0|1|2|5|6|10|11|16|18|19|22|26|29|32,2,0.6082412354231653
14,30,0|2|6|12|13|15|17|21|23|26|30|31|34|36,0,0.6139588263801744
14,30,0|2|6|12|13|15|17|21|23|26|30|31|34|36,1,0.5929681821291987
14,30,0|2|6|12|13|15|17|21|23|26|30|31|34|36,2,0.6160731484085566
14,31,0|3|5|11|13|14|15|20|21|23|28|29|30|32,0,0.6326976840386617
14,31,0|3|5|11|13|14|15|20|21|23|28|29|30|32,1,0.6247115831008769
14,31,0|3|5|11|13|14|15|20|21|23|28|29|30|32,2,0.6197279004160698
16,0,0|3|4|5|7|8|12|14|18|21|23|25|29|30|32|34,0,0.6369242698200083
16,0,0|3|4|5|7|8|12|14|18|21|23|25|29|30|32|34,1,0.6355956081127857
16,0,0|3|4|5|7|8|12|14|18|21|23|25|29|30|32|34,2,0.6218331893167585
16,1,0|2|3|4|5|7|8|12|13|14|20|21|23|30|34|35,0,0.6191249774740201
16,1,0|2|3|4|5|7|8|12|13|14|20|21|23|30|34|35,1,0.5895114472846333
16,1,0|2|3|4|5|7|8|12|13|14|20|21|23|30|34|35,2,0.5835010227853173
16,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30,0,0.6310889144114511
16,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30,1,0.621689221885366
16,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30,2,0.6537664363038561
16,3,1|6|9|10|13|14|15|17|19|23|25|27|28|29|30|34,0,0.6131743224052855
16,3,1|6|9|10|13|14|15|17|19|23|25|27|28|29|30|34,1,0.6285442811583027
16,3,1|6|9|10|13|14|15|17|19|23|25|27|28|29|30|34,2,0.6145182958363725
16,4,0|5|7|9|13|14|16|17|20|22|27|29|31|32|34|36,0,0.6231564611655457
16,4,0|5|7|9|13|14|16|17|20|22|27|29|31|32|34|36,1,0.633412737003907
16,4,0|5|7|9|13|14|16|17|20|22|27|29|31|32|34|36,2,0.6187254193211741
16,5,2|4|9|12|13|15|18|19|23|26|27|28|29|32|34|35,0,0.6097495788010131
16,5,2|4|9|12|13|15|18|19|23|26|27|28|29|32|34|35,1,0.601702880753331
16,5,2|4|9|12|13|15|18|19|23|26|27|28|29|32|34|35,2,0.6086748168264084
16,6,1|5|6|7|10|16|17|18|20|22|24|26|28|29|30|36,0,0.6114163699789358
16,6,1|5|6|7|10|16|17|18|20|22|24|26|28|29|30|36,1,0.6314715961738795
16,6,1|5|6|7|10|16|17|18|20|22|24|26|28|29|30|36,2,0.6290351087623254
16,7,3|6|7|8|10|13|15|20|21|22|25|27|29|32|33|34,0,0.6055136306379274
16,7,3|6|7|8|10|13|15|20|21|22|25|27|29|32|33|34,1,0.6200166051177668
16,7,3|6|7|8|10|13|15|20|21|22|25|27|29|32|33|34,2,0.5890306675736151
16,8,1|5|12|15|16|17|19|20|22|24|25|26|27|28|33|36,0,0.5936191314437488
16,8,1|5|12|15|16|17|19|20|22|24|25|26|27|28|33|36,1,0.6086901096921831
16,8,1|5|12|15|16|17|19|20|22|24|25|26|27|28|33|36,2,0.5842558379396161
16,9,0|4|7|11|12|15|16|17|19|20|25|26|27|29|31|36,0,0.6098060726400264
16,9,0|4|7|11|12|15|16|17|19|20|25|26|27|29|31|36,1,0.6196820040361694
16,9,0|4|7|11|12|15|16|17|19|20|25|26|27|29|31|36,2,0.611653847857489
16,10,0|2|4|7|11|13|15|16|17|21|23|25|28|31|32|36,0,0.645108217161587
16,10,0|2|4|7|11|13|15|16|17|21|23|25|28|31|32|36,1,0.6294393562502583
16,10,0|2|4|7|11|13|15|16|17|21|23|25|28|31|32|36,2,0.6370762946369174
16,11,0|1|3|4|5|7|8|9|12|13|14|16|24|28|29|34,0,0.6391780166309674
16,11,0|1|3|4|5|7|8|9|12|13|14|16|24|28|29|34,1,0.6339911051112131
16,11,0|1|3|4|5|7|8|9|12|13|14|16|24|28|29|34,2,0.6283029244732337
16,12,5|6|7|12|15|17|18|21|22|23|28|30|31|32|33|36,0,0.6428996061616533
16,12,5|6|7|12|15|17|18|21|22|23|28|30|31|32|33|36,1,0.6382819551868116
16,12,5|6|7|12|15|17|18|21|22|23|28|30|31|32|33|36,2,0.6313684433802856
16,13,2|4|8|9|12|13|17|22|23|25|26|27|28|30|31|32,0,0.6359592121387457
16,13,2|4|8|9|12|13|17|22|23|25|26|27|28|30|31|32,1,0.6178999637664263
16,13,2|4|8|9|12|13|17|22|23|25|26|27|28|30|31|32,2,0.6287388275084113
16,14,8|9|10|11|13|14|15|20|23|27|28|29|31|32|33|35,0,0.6475358831192407
16,14,8|9|10|11|13|14|15|20|23|27|28|29|31|32|33|35,1,0.6330198657128571
16,14,8|9|10|11|13|14|15|20|23|27|28|29|31|32|33|35,2,0.6327653666683833
16,15,2|7|10|11|12|13|18|19|20|22|23|30|31|32|34|35,0,0.5986330691056742
16,15,2|7|10|11|12|13|18|19|20|22|23|30|31|32|34|35,1,0.5945883426384695
16,15,2|7|10|11|12|13|18|19|20|22|23|30|31|32|34|35,2,0.6000304861176597
16,16,0|1|3|5|7|8|10|12|14|16|17|21|28|29|35|36,0,0.6352998448533707
16,16,0|1|3|5|7|8|10|12|14|16|17|21|28|29|35|36,1,0.6388705118411018
16,16,0|1|3|5|7|8|10|12|14|16|17|21|28|29|35|36,2,0.6418261895654848
16,17,1|3|8|9|10|13|15|18|22|24|28|31|32|34|35|36,0,0.636889980974548
16,17,1|3|8|9|10|13|15|18|22|24|28|31|32|34|35|36,1,0.6342017841450187
16,17,1|3|8|9|10|13|15|18|22|24|28|31|32|34|35|36,2,0.6388123328611335
16,18,3|5|8|11|12|14|17|21|24|25|26|27|30|31|34|36,0,0.6450716021203898
16,18,3|5|8|11|12|14|17|21|24|25|26|27|30|31|34|36,1,0.5963638471239122
16,18,3|5|8|11|12|14|17|21|24|25|26|27|30|31|34|36,2,0.6209245020202311
16,19,0|1|4|6|7|8|18|19|21|23|24|26|27|29|34|36,0,0.5860440112807529
16,19,0|1|4|6|7|8|18|19|21|23|24|26|27|29|34|36,1,0.6160928960902843
16,19,0|1|4|6|7|8|18|19|21|23|24|26|27|29|34|36,2,0.6069479097745306
16,20,4|5|7|10|13|14|17|19|21|23|25|26|27|28|34|35,0,0.625020740146273
16,20,4|5|7|10|13|14|17|19|21|23|25|26|27|28|34|35,1,0.6019131551322991
16,20,4|5|7|10|13|14|17|19|21|23|25|26|27|28|34|35,2,0.6266286305226234
16,21,2|3|6|8|9|10|12|16|18|22|27|28|29|30|33|36,0,0.627547819380803
16,21,2|3|6|8|9|10|12|16|18|22|27|28|29|30|33|36,1,0.6287046430463243
16,21,2|3|6|8|9|10|12|16|18|22|27|28|29|30|33|36,2,0.6067883143002623
16,22,1|3|5|9|11|13|18|20|21|22|25|28|31|32|34|36,0,0.6209523134391564
16,22,1|3|5|9|11|13|18|20|21|22|25|28|31|32|34|36,1,0.6215406466645722
16,22,1|3|5|9|11|13|18|20|21|22|25|28|31|32|34|36,2,0.6243750430072647
16,23,0|1|2|3|4|5|10|11|12|17|18|19|24|27|32|36,0,0.5768612647493123
16,23,0|1|2|3|4|5|10|11|12|17|18|19|24|27|32|36,1,0.6060678813279538
16,23,0|1|2|3|4|5|10|11|12|17|18|19|24|27|32|36,2,0.581117176567208
16,24,0|1|2|5|10|12|14|18|20|23|26|27|31|32|33|34,0,0.6369047586816988
16,24,0|1|2|5|10|12|14|18|20|23|26|27|31|32|33|34,1,0.6132082466107758
16,24,0|1|2|5|10|12|14|18|20|23|26|27|31|32|33|34,2,0.6280541523346238
16,25,0|2|6|8|10|11|12|13|18|19|21|22|23|24|32|35,0,0.6227375339319342
16,25,0|2|6|8|10|11|12|13|18|19|21|22|23|24|32|35,1,0.5883940117981532
16,25,0|2|6|8|10|11|12|13|18|19|21|22|23|24|32|35,2,0.6135749159068535
16,26,0|2|5|7|12|13|14|15|19|21|23|24|27|30|33|34,0,0.6182123052424241
16,26,0|2|5|7|12|13|14|15|19|21|23|24|27|30|33|34,1,0.6241341109685276
16,26,0|2|5|7|12|13|14|15|19|21|23|24|27|30|33|34,2,0.628940895574276
16,27,1|3|5|6|7|8|11|19|20|22|23|24|26|27|29|32,0,0.6114797268357574
16,27,1|3|5|6|7|8|11|19|20|22|23|24|26|27|29|32,1,0.6093235650860406
16,27,1|3|5|6|7|8|11|19|20|22|23|24|26|27|29|32,2,0.6079826684161939
16,28,2|3|4|6|11|12|15|18|19|20|21|23|24|31|33|36,0,0.6031030572599126
16,28,2|3|4|6|11|12|15|18|19|20|21|23|24|31|33|36,1,0.5985748136349583
16,28,2|3|4|6|11|12|15|18|19|20|21|23|24|31|33|36,2,0.6135657846553436
16,29,0|7|12|13|16|18|21|23|24|25|26|28|31|32|33|34,0,0.6320838182282563
16,29,0|7|12|13|16|18|21|23|24|25|26|28|31|32|33|34,1,0.6209941337921446
16,29,0|7|12|13|16|18|21|23|24|25|26|28|31|32|33|34,2,0.6182487868689827
16,30,1|3|5|6|7|11|12|14|18|19|20|23|25|28|33|34,0,0.6345911209274706
16,30,1|3|5|6|7|11|12|14|18|19|20|23|25|28|33|34,1,0.616491310737886
16,30,1|3|5|6|7|11|12|14|18|19|20|23|25|28|33|34,2,0.6121063067750895
16,31,0|4|7|12|13|16|18|19|21|23|27|28|29|30|33|35,0,0.6201322955100426
16,31,0|4|7|12|13|16|18|19|21|23|27|28|29|30|33|35,1,0.6120554146742031
16,31,0|4|7|12|13|16|18|19|21|23|27|28|29|30|33|35,2,0.6148562219257391
18,0,0|3|4|5|7|8|11|12|14|16|18|21|23|25|29|30|32|34,0,0.6181175813019512
18,0,0|3|4|5|7|8|11|12|14|16|18|21|23|25|29|30|32|34,1,0.6102587894500383
18,0,0|3|4|5|7|8|11|12|14|16|18|21|23|25|29|30|32|34,2,0.6222698114545983
18,1,0|2|3|4|5|7|8|12|13|14|20|21|23|25|28|30|34|35,0,0.6116058953461634
18,1,0|2|3|4|5|7|8|12|13|14|20|21|23|25|28|30|34|35,1,0.6144703579700805
18,1,0|2|3|4|5|7|8|12|13|14|20|21|23|25|28|30|34|35,2,0.6065126592576827
18,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30|32|34,0,0.6293562112411978
18,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30|32|34,1,0.6134776673299313
18,2,2|5|6|7|11|13|14|17|19|21|23|25|26|28|29|30|32|34,2,0.634849595545365
18,3,1|3|6|9|10|11|14|15|17|19|23|24|27|28|29|30|31|33,0,0.6392447273708854
18,3,1|3|6|9|10|11|14|15|17|19|23|24|27|28|29|30|31|33,1,0.6300228553769979
18,3,1|3|6|9|10|11|14|15|17|19|23|24|27|28|29|30|31|33,2,0.6229630441929118
18,4,1|5|7|9|14|16|19|20|22|26|27|29|30|31|32|33|34|36,0,0.6388182271490744
18,4,1|5|7|9|14|16|19|20|22|26|27|29|30|31|32|33|34|36,1,0.6438695072082746
18,4,1|5|7|9|14|16|19|20|22|26|27|29|30|31|32|33|34|36,2,0.6232546790768706
18,5,3|5|8|9|11|12|14|15|18|19|20|22|24|26|27|31|34|36,0,0.6164489044624204
18,5,3|5|8|9|11|12|14|15|18|19|20|22|24|26|27|31|34|36,1,0.6184875588277913
18,5,3|5|8|9|11|12|14|15|18|19|20|22|24|26|27|31|34|36,2,0.6219302132361045
18,6,1|2|3|4|5|6|7|11|13|14|15|17|20|22|27|32|34|35,0,0.6201300376658138
18,6,1|2|3|4|5|6|7|11|13|14|15|17|20|22|27|32|34|35,1,0.6326109845965361
18,6,1|2|3|4|5|6|7|11|13|14|15|17|20|22|27|32|34|35,2,0.6291694540974054
18,7,0|5|12|15|16|17|19|20|21|22|24|25|26|27|28|31|32|33,0,0.6039115832334194
18,7,0|5|12|15|16|17|19|20|21|22|24|25|26|27|28|31|32|33,1,0.6321457340837922
18,7,0|5|12|15|16|17|19|20|21|22|24|25|26|27|28|31|32|33,2,0.5970559938475892
18,8,0|3|4|7|8|10|11|12|16|17|19|20|21|23|25|30|33|36,0,0.621347604033617
18,8,0|3|4|7|8|10|11|12|16|17|19|20|21|23|25|30|33|36,1,0.6353233680897502
18,8,0|3|4|7|8|10|11|12|16|17|19|20|21|23|25|30|33|36,2,0.6198351151040775
18,9,0|2|3|4|5|6|8|12|15|16|17|22|26|28|29|30|32|33,0,0.6435884083573379
18,9,0|2|3|4|5|6|8|12|15|16|17|22|26|28|29|30|32|33,1,0.6354822210923003
18,9,0|2|3|4|5|6|8|12|15|16|17|22|26|28|29|30|32|33,2,0.6232117522531647
18,10,0|2|7|10|11|14|15|16|17|18|19|21|22|23|27|29|32|35,0,0.626542084615443
18,10,0|2|7|10|11|14|15|16|17|18|19|21|22|23|27|29|32|35,1,0.6333899258444443
18,10,0|2|7|10|11|14|15|16|17|18|19|21|22|23|27|29|32|35,2,0.6395156054514026
18,11,2|4|7|11|12|14|15|18|21|23|24|25|28|30|33|34|35|36,0,0.6277812553601887
18,11,2|4|7|11|12|14|15|18|21|23|24|25|28|30|33|34|35|36,1,0.6248651275360143
18,11,2|4|7|11|12|14|15|18|21|23|24|25|28|30|33|34|35|36,2,0.6040416493135187
18,12,4|6|8|10|11|13|14|19|24|25|27|28|30|32|33|34|35|36,0,0.5884151599407956
18,12,4|6|8|10|11|13|14|19|24|25|27|28|30|32|33|34|35|36,1,0.6065611465859831
18,12,4|6|8|10|11|13|14|19|24|25|27|28|30|32|33|34|35|36,2,0.6033496067537283
18,13,2|7|10|12|13|15|16|17|18|20|23|24|27|29|30|31|34|35,0,0.615876392410562
18,13,2|7|10|12|13|15|16|17|18|20|23|24|27|29|30|31|34|35,1,0.6248044162381835
18,13,2|7|10|12|13|15|16|17|18|20|23|24|27|29|30|31|34|35,2,0.6162713393610822
18,14,0|1|4|5|7|12|14|16|17|19|21|22|23|26|28|29|31|34,0,0.6390480869638537
18,14,0|1|4|5|7|12|14|16|17|19|21|22|23|26|28|29|31|34,1,0.6252333701306303
18,14,0|1|4|5|7|12|14|16|17|19|21|22|23|26|28|29|31|34,2,0.6392158948215303
18,15,6|8|10|12|17|18|19|21|22|23|24|25|26|28|30|31|32|35,0,0.6175128429116646
18,15,6|8|10|12|17|18|19|21|22|23|24|25|26|28|30|31|32|35,1,0.6267355849414232
18,15,6|8|10|12|17|18|19|21|22|23|24|25|26|28|30|31|32|35,2,0.6440642697317109
18,16,2|5|7|12|13|15|16|17|18|25|26|27|29|30|31|32|33|36,0,0.618182732949799
18,16,2|5|7|12|13|15|16|17|18|25|26|27|29|30|31|32|33|36,1,0.621851347077879
18,16,2|5|7|12|13|15|16|17|18|25|26|27|29|30|31|32|33|36,2,0.5974716878486416
18,17,0|1|3|4|6|7|10|11|13|17|19|24|27|29|30|31|33|36,0,0.624398885036821
18,17,0|1|3|4|6|7|10|11|13|17|19|24|27|29|30|31|33|36,1,0.6295761045506778
18,17,0|1|3|4|6|7|10|11|13|17|19|24|27|29|30|31|33|36,2,0.6197240812895889
18,18,4|5|6|7|8|10|13|14|16|17|19|20|21|22|23|27|28|32,0,0.6313005213108377
18,18,4|5|6|7|8|10|13|14|16|17|19|20|21|22|23|27|28|32,1,0.6177232257187962
18,18,4|5|6|7|8|10|13|14|16|17|19|20|21|22|23|27|28|32,2,0.5987753885150467
18,19,0|2|3|6|8|9|10|12|16|18|21|22|27|28|29|30|33|36,0,0.6371169614116537
18,19,0|2|3|6|8|9|10|12|16|18|21|22|27|28|29|30|33|36,1,0.6521450959377085
18,19,0|2|3|6|8|9|10|12|16|18|21|22|27|28|29|30|33|36,2,0.6394177400719091
18,20,6|9|11|13|16|18|20|21|22|23|25|26|27|28|31|33|35|36,0,0.6306470770062754
18,20,6|9|11|13|16|18|20|21|22|23|25|26|27|28|31|33|35|36,1,0.6438278397027525
18,20,6|9|11|13|16|18|20|21|22|23|25|26|27|28|31|33|35|36,2,0.6029740237401371
18,21,0|1|2|3|4|5|7|9|11|13|15|17|18|21|24|33|34|36,0,0.6380087761085037
18,21,0|1|2|3|4|5|7|9|11|13|15|17|18|21|24|33|34|36,1,0.6309163327915198
18,21,0|1|2|3|4|5|7|9|11|13|15|17|18|21|24|33|34|36,2,0.622690244727472
18,22,0|1|5|6|9|10|14|16|19|20|21|24|29|30|31|33|34|36,0,0.6179020449637908
18,22,0|1|5|6|9|10|14|16|19|20|21|24|29|30|31|33|34|36,1,0.6310237001284574
18,22,0|1|5|6|9|10|14|16|19|20|21|24|29|30|31|33|34|36,2,0.6299657248560894
18,23,0|2|5|6|10|12|13|15|17|21|23|24|26|29|30|31|34|36,0,0.6187609266450281
18,23,0|2|5|6|10|12|13|15|17|21|23|24|26|29|30|31|34|36,1,0.6320580359316422
18,23,0|2|5|6|10|12|13|15|17|21|23|24|26|29|30|31|34|36,2,0.6350599777730207
18,24,0|2|3|7|8|11|12|15|20|22|23|26|27|28|29|30|32|36,0,0.6316984423583959
18,24,0|2|3|7|8|11|12|15|20|22|23|26|27|28|29|30|32|36,1,0.6303845036583492
18,24,0|2|3|7|8|11|12|15|20|22|23|26|27|28|29|30|32|36,2,0.618029729493574
18,25,2|3|6|10|11|12|14|15|18|19|20|21|24|30|31|32|35|36,0,0.6204793312370133
18,25,2|3|6|10|11|12|14|15|18|19|20|21|24|30|31|32|35|36,1,0.602840660940603
18,25,2|3|6|10|11|12|14|15|18|19|20|21|24|30|31|32|35|36,2,0.6230189519338069
18,26,1|5|6|12|13|15|16|18|23|24|25|26|27|28|29|34|35|36,0,0.630710407660183
18,26,1|5|6|12|13|15|16|18|23|24|25|26|27|28|29|34|35|36,1,0.6220825748837827
18,26,1|5|6|12|13|15|16|18|23|24|25|26|27|28|29|34|35|36,2,0.6090261986653661
18,27,0|3|5|6|10|11|14|19|20|21|25|27|29|30|31|32|35|36,0,0.6180962749080826
18,27,0|3|5|6|10|11|14|19|20|21|25|27|29|30|31|32|35|36,1,0.6301798488894471
18,27,0|3|5|6|10|11|14|19|20|21|25|27|29|30|31|32|35|36,2,0.6386952428588702
