# of predictors,i,predictors,fold,balanced_accuracy
9,7,0|1|2|3|4|6|7|8|9,4,0.7013888888888888
9,8,1|2|3|4|6|7|8|9|10,0,0.8958333333333333
9,8,1|2|3|4|6|7|8|9|10,1,0.6875
9,8,1|2|3|4|6|7|8|9|10,2,0.8416666666666667
9,8,1|2|3|4|6|7|8|9|10,3,0.693939393939394
9,8,1|2|3|4|6|7|8|9|10,4,0.849624060150376
9,9,0|1|2|4|5|6|7|8|9,0,0.6845238095238095
9,9,0|1|2|4|5|6|7|8|9,1,0.7678571428571428
9,9,0|1|2|4|5|6|7|8|9,2,0.6568627450980392
9,9,0|1|2|4|5|6|7|8|9,3,0.8303030303030303
9,9,0|1|2|4|5|6|7|8|9,4,0.7307692307692308
9,10,0|1|3|4|5|6|7|8|9,0,0.5357142857142857
9,10,0|1|3|4|5|6|7|8|9,1,0.7261904761904762
9,10,0|1|3|4|5|6|7|8|9,2,0.7973856209150327
9,10,0|1|3|4|5|6|7|8|9,3,0.7181818181818183
9,10,0|1|3|4|5|6|7|8|9,4,0.6190476190476191
9,11,1|3|4|5|6|7|8|9|10,0,0.6416666666666666
9,11,1|3|4|5|6|7|8|9|10,1,0.5795454545454546
9,11,1|3|4|5|6|7|8|9|10,2,0.6761904761904762
9,11,1|3|4|5|6|7|8|9|10,3,0.6416666666666666
9,11,1|3|4|5|6|7|8|9|10,4,0.8333333333333333
9,12,0|1|2|3|5|6|7|9|10,0,0.7307692307692308
9,12,0|1|2|3|5|6|7|9|10,1,0.7125
9,12,0|1|2|3|5|6|7|9|10,2,0.6538461538461539
9,12,0|1|2|3|5|6|7|9|10,3,0.4513888888888889
9,12,0|1|2|3|5|6|7|9|10,4,0.65625
9,13,0|1|2|3|5|6|8|9|10,0,0.7375
9,13,0|1|2|3|5|6|8|9|10,1,0.40476190476190477
9,13,0|1|2|3|5|6|8|9|10,2,0.7125
9,13,0|1|2|3|5|6|8|9|10,3,0.7375
9,13,0|1|2|3|5|6|8|9|10,4,0.6727272727272727
9,14,0|1|2|3|4|5|6|7|10,0,0.6538461538461539
9,14,0|1|2|3|4|5|6|7|10,1,0.8809523809523809
9,14,0|1|2|3|4|5|6|7|10,2,0.8562091503267973
9,14,0|1|2|3|4|5|6|7|10,3,0.45454545454545453
9,14,0|1|2|3|4|5|6|7|10,4,0.8424242424242425
9,15,0|1|2|3|4|5|6|8|9,0,0.6538461538461539
9,15,0|1|2|3|4|5|6|8|9,1,0.6538461538461539
9,15,0|1|2|3|4|5|6|8|9,2,0.5486111111111112
9,15,0|1|2|3|4|5|6|8|9,3,0.6166666666666667
9,15,0|1|2|3|4|5|6|8|9,4,0.6541353383458646
9,16,0|1|2|3|4|6|7|8|9,0,0.75
9,16,0|1|2|3|4|6|7|8|9,1,0.6
9,16,0|1|2|3|4|6|7|8|9,2,0.7013888888888888
9,16,0|1|2|3|4|6|7|8|9,3,0.4916666666666667
9,16,0|1|2|3|4|6|7|8|9,4,0.7013888888888888
9,17,0|1|2|3|4|6|7|9|10,0,0.8125
9,17,0|1|2|3|4|6|7|9|10,1,0.7424242424242424
9,17,0|1|2|3|4|6|7|9|10,2,0.8181818181818181
9,17,0|1|2|3|4|6|7|9|10,3,0.6363636363636364
9,17,0|1|2|3|4|6|7|9|10,4,0.7678571428571428
9,18,0|1|2|3|5|6|7|8|10,0,0.59375
9,18,0|1|2|3|5|6|7|8|10,1,0.5952380952380952
9,18,0|1|2|3|5|6|7|8|10,2,0.6130952380952381
9,18,0|1|2|3|5|6|7|8|10,3,0.5125
9,18,0|1|2|3|5|6|7|8|10,4,0.6727272727272727
9,19,1|3|4|5|6|7|8|9|10,0,0.6416666666666666
9,19,1|3|4|5|6|7|8|9|10,1,0.5795454545454546
9,19,1|3|4|5|6|7|8|9|10,2,0.6761904761904762
9,19,1|3|4|5|6|7|8|9|10,3,0.6416666666666666
9,19,1|3|4|5|6|7|8|9|10,4,0.8333333333333333
9,20,1|2|3|4|5|6|7|8|10,0,0.7285714285714285
9,20,1|2|3|4|5|6|7|8|10,1,0.8045112781954887
9,20,1|2|3|4|5|6|7|8|10,2,0.8472222222222222
9,20,1|2|3|4|5|6|7|8|10,3,0.8090909090909091
9,20,1|2|3|4|5|6|7|8|10,4,0.8194444444444444
9,21,1|3|4|5|6|7|8|9|10,0,0.6416666666666666
9,21,1|3|4|5|6|7|8|9|10,1,0.5795454545454546
9,21,1|3|4|5|6|7|8|9|10,2,0.6761904761904762
9,21,1|3|4|5|6|7|8|9|10,3,0.6416666666666666
9,21,1|3|4|5|6|7|8|9|10,4,0.8333333333333333
9,22,1|2|3|5|6|7|8|9|10,0,0.7523809523809524
9,22,1|2|3|5|6|7|8|9|10,1,0.5816993464052287
9,22,1|2|3|5|6|7|8|9|10,2,0.6590909090909092
9,22,1|2|3|5|6|7|8|9|10,3,0.706766917293233
9,22,1|2|3|5|6|7|8|9|10,4,0.6231884057971014
9,23,1|2|3|4|5|7|8|9|10,0,0.644927536231884
9,23,1|2|3|4|5|7|8|9|10,1,0.5797101449275363
9,23,1|2|3|4|5|7|8|9|10,2,0.725
9,23,1|2|3|4|5|7|8|9|10,3,0.4849624060150376
9,23,1|2|3|4|5|7|8|9|10,4,0.7
9,24,0|1|2|3|4|5|7|8|9,0,0.6181818181818182
9,24,0|1|2|3|4|5|7|8|9,1,0.5848484848484848
9,24,0|1|2|3|4|5|7|8|9,2,0.7361111111111112
9,24,0|1|2|3|4|5|7|8|9,3,0.3625
9,24,0|1|2|3|4|5|7|8|9,4,0.5980392156862745
9,25,0|1|2|4|5|6|7|8|9,0,0.6845238095238095
9,25,0|1|2|4|5|6|7|8|9,1,0.7678571428571428
9,25,0|1|2|4|5|6|7|8|9,2,0.6568627450980392
9,25,0|1|2|4|5|6|7|8|9,3,0.8303030303030303
9,25,0|1|2|4|5|6|7|8|9,4,0.7307692307692308
9,26,0|1|2|3|5|6|7|8|9,0,0.5384615384615385
9,26,0|1|2|3|5|6|7|8|9,1,0.6241830065359477
9,26,0|1|2|3|5|6|7|8|9,2,0.6125
9,26,0|1|2|3|5|6|7|8|9,3,0.60625
9,26,0|1|2|3|5|6|7|8|9,4,0.6190476190476191
9,27,2|3|4|5|6|7|8|9|10,0,0.4772727272727273
9,27,2|3|4|5|6|7|8|9|10,1,0.7045454545454546
9,27,2|3|4|5|6|7|8|9|10,2,0.8333333333333333
9,27,2|3|4|5|6|7|8|9|10,3,0.5916666666666667
9,27,2|3|4|5|6|7|8|9|10,4,0.8523809523809525
9,28,0|2|3|4|5|6|8|9|10,0,0.5784313725490196
9,28,0|2|3|4|5|6|8|9|10,1,0.6729323308270676
9,28,0|2|3|4|5|6|8|9|10,2,0.7797619047619048
9,28,0|2|3|4|5|6|8|9|10,3,0.606060606060606
9,28,0|2|3|4|5|6|8|9|10,4,0.8846153846153846
9,29,2|3|4|5|6|7|8|9|10,0,0.4772727272727273
9,29,2|3|4|5|6|7|8|9|10,1,0.7045454545454546
9,29,2|3|4|5|6|7|8|9|10,2,0.8333333333333333
9,29,2|3|4|5|6|7|8|9|10,3,0.5916666666666667
9,29,2|3|4|5|6|7|8|9|10,4,0.8523809523809525
9,30,0|1|2|3|4|6|8|9|10,0,0.6729323308270676
9,30,0|1|2|3|4|6|8|9|10,1,0.606060606060606
9,30,0|1|2|3|4|6|8|9|10,2,0.6428571428571428
9,30,0|1|2|3|4|6|8|9|10,3,0.625
9,30,0|1|2|3|4|6|8|9|10,4,0.8303030303030303
9,31,0|1|4|5|6|7|8|9|10,0,0.6428571428571428
9,31,0|1|4|5|6|7|8|9|10,1,0.6388888888888888
9,31,0|1|4|5|6|7|8|9|10,2,0.475
9,31,0|1|4|5|6|7|8|9|10,3,0.64375
9,31,0|1|4|5|6|7|8|9|10,4,0.7285714285714285
9,32,0|2|3|4|5|6|8|9|10,0,0.5784313725490196
9,32,0|2|3|4|5|6|8|9|10,1,0.6729323308270676
9,32,0|2|3|4|5|6|8|9|10,2,0.7797619047619048
9,32,0|2|3|4|5|6|8|9|10,3,0.606060606060606
9,32,0|2|3|4|5|6|8|9|10,4,0.8846153846153846
9,33,2|3|4|5|6|7|8|9|10,0,0.4772727272727273
9,33,2|3|4|5|6|7|8|9|10,1,0.7045454545454546
9,33,2|3|4|5|6|7|8|9|10,2,0.8333333333333333
9,33,2|3|4|5|6|7|8|9|10,3,0.5916666666666667
9,33,2|3|4|5|6|7|8|9|10,4,0.8523809523809525
9,34,0|2|3|4|5|7|8|9|10,0,0.68796992481203
9,34,0|2|3|4|5|7|8|9|10,1,0.5333333333333333
9,34,0|2|3|4|5|7|8|9|10,2,0.5952380952380952
9,34,0|2|3|4|5|7|8|9|10,3,0.43939393939393934
9,34,0|2|3|4|5|7|8|9|10,4,0.796969696969697
9,35,0|1|3|4|5|6|8|9|10,0,0.5818181818181818
9,35,0|1|3|4|5|6|8|9|10,1,0.6541353383458646
9,35,0|1|3|4|5|6|8|9|10,2,0.696969696969697
9,35,0|1|3|4|5|6|8|9|10,3,0.6848484848484848
9,35,0|1|3|4|5|6|8|9|10,4,0.8424242424242425
9,36,1|2|3|4|5|6|7|9|10,0,0.9166666666666667
9,36,1|2|3|4|5|6|7|9|10,1,0.8856209150326797
9,36,1|2|3|4|5|6|7|9|10,2,0.9705882352941176
9,36,1|2|3|4|5|6|7|9|10,3,0.8846153846153846
9,36,1|2|3|4|5|6|7|9|10,4,0.9210526315789473
9,37,0|1|2|4|6|7|8|9|10,0,0.5833333333333333
9,37,0|1|2|4|6|7|8|9|10,1,0.7261904761904762
9,37,0|1|2|4|6|7|8|9|10,2,0.606060606060606
9,37,0|1|2|4|6|7|8|9|10,3,0.7090909090909091
9,37,0|1|2|4|6|7|8|9|10,4,0.8562091503267973
9,38,0|1|2|4|5|6|7|9|10,0,0.40476190476190477
9,38,0|1|2|4|5|6|7|9|10,1,0.5384615384615384
9,38,0|1|2|4|5|6|7|9|10,2,0.6607142857142857
9,38,0|1|2|4|5|6|7|9|10,3,0.7679738562091503
9,38,0|1|2|4|5|6|7|9|10,4,0.8856209150326797
9,39,0|2|3|4|5|6|7|8|9,0,0.5833333333333333
9,39,0|2|3|4|5|6|7|8|9,1,0.6488095238095238
9,39,0|2|3|4|5|6|7|8|9,2,0.8611111111111112
9,39,0|2|3|4|5|6|7|8|9,3,0.5575757575757576
9,39,0|2|3|4|5|6|7|8|9,4,0.74375
9,40,0|1|2|3|4|5|6|7|10,0,0.6538461538461539
9,40,0|1|2|3|4|5|6|7|10,1,0.8809523809523809
9,40,0|1|2|3|4|5|6|7|10,2,0.8562091503267973
9,40,0|1|2|3|4|5|6|7|10,3,0.45454545454545453
9,40,0|1|2|3|4|5|6|7|10,4,0.8424242424242425
9,41,0|2|3|4|5|6|7|8|10,0,0.5490196078431372
9,41,0|2|3|4|5|6|7|8|10,1,0.7712418300653594
9,41,0|2|3|4|5|6|7|8|10,2,0.7738095238095238
9,41,0|2|3|4|5|6|7|8|10,3,0.5151515151515151
9,41,0|2|3|4|5|6|7|8|10,4,0.8076923076923077
9,42,0|1|2|3|4|5|6|7|10,0,0.6538461538461539
9,42,0|1|2|3|4|5|6|7|10,1,0.8809523809523809
9,42,0|1|2|3|4|5|6|7|10,2,0.8562091503267973
9,42,0|1|2|3|4|5|6|7|10,3,0.45454545454545453
9,42,0|1|2|3|4|5|6|7|10,4,0.8424242424242425
9,43,0|1|2|3|5|6|8|9|10,0,0.7375
9,43,0|1|2|3|5|6|8|9|10,1,0.40476190476190477
9,43,0|1|2|3|5|6|8|9|10,2,0.7125
9,43,0|1|2|3|5|6|8|9|10,3,0.7375
9,43,0|1|2|3|5|6|8|9|10,4,0.6727272727272727
9,44,0|1|2|5|6|7|8|9|10,0,0.5939393939393939
9,44,0|1|2|5|6|7|8|9|10,1,0.5769230769230769
9,44,0|1|2|5|6|7|8|9|10,2,0.5718954248366013
9,44,0|1|2|5|6|7|8|9|10,3,0.5939393939393939
9,44,0|1|2|5|6|7|8|9|10,4,0.5809523809523809
9,45,0|1|4|5|6|7|8|9|10,0,0.6428571428571428
9,45,0|1|4|5|6|7|8|9|10,1,0.6388888888888888
9,45,0|1|4|5|6|7|8|9|10,2,0.475
9,45,0|1|4|5|6|7|8|9|10,3,0.64375
9,45,0|1|4|5|6|7|8|9|10,4,0.7285714285714285
9,46,0|2|3|4|5|6|7|9|10,0,0.6904761904761905
9,46,0|2|3|4|5|6|7|9|10,1,0.8212121212121212
9,46,0|2|3|4|5|6|7|9|10,2,0.8878787878787879
9,46,0|2|3|4|5|6|7|9|10,3,0.7745098039215685
9,46,0|2|3|4|5|6|7|9|10,4,0.8869047619047619
9,47,1|2|3|4|5|6|7|9|10,0,0.9166666666666667
9,47,1|2|3|4|5|6|7|9|10,1,0.8856209150326797
9,47,1|2|3|4|5|6|7|9|10,2,0.9705882352941176
9,47,1|2|3|4|5|6|7|9|10,3,0.8846153846153846
9,47,1|2|3|4|5|6|7|9|10,4,0.9210526315789473
9,48,0|2|3|4|6|7|8|9|10,0,0.625
9,48,0|2|3|4|6|7|8|9|10,1,0.70625
9,48,0|2|3|4|6|7|8|9|10,2,0.6428571428571428
9,48,0|2|3|4|6|7|8|9|10,3,0.4939393939393939
9,48,0|2|3|4|6|7|8|9|10,4,0.8095238095238095
9,49,0|2|3|4|5|6|8|9|10,0,0.5784313725490196
9,49,0|2|3|4|5|6|8|9|10,1,0.6729323308270676
9,49,0|2|3|4|5|6|8|9|10,2,0.7797619047619048
9,49,0|2|3|4|5|6|8|9|10,3,0.606060606060606
9,49,0|2|3|4|5|6|8|9|10,4,0.8846153846153846
9,50,0|1|2|3|6|7|8|9|10,0,0.6278195488721805
9,50,0|1|2|3|6|7|8|9|10,1,0.5545454545454546
9,50,0|1|2|3|6|7|8|9|10,2,0.7125
9,50,0|1|2|3|6|7|8|9|10,3,0.6625
9,50,0|1|2|3|6|7|8|9|10,4,0.675
9,51,0|2|3|5|6|7|8|9|10,0,0.7189542483660131
9,51,0|2|3|5|6|7|8|9|10,1,0.49090909090909096
9,51,0|2|3|5|6|7|8|9|10,2,0.65625
9,51,0|2|3|5|6|7|8|9|10,3,0.5969696969696969
9,51,0|2|3|5|6|7|8|9|10,4,0.6666666666666667
9,52,0|1|2|3|4|6|8|9|10,0,0.6729323308270676
9,52,0|1|2|3|4|6|8|9|10,1,0.606060606060606
9,52,0|1|2|3|4|6|8|9|10,2,0.6428571428571428
9,52,0|1|2|3|4|6|8|9|10,3,0.625
9,52,0|1|2|3|4|6|8|9|10,4,0.8303030303030303
9,53,0|1|3|4|6|7|8|9|10,0,0.7083333333333333
9,53,0|1|3|4|6|7|8|9|10,1,0.70625
9,53,0|1|3|4|6|7|8|9|10,2,0.6848484848484848
9,53,0|1|3|4|6|7|8|9|10,3,0.6878787878787879
9,53,0|1|3|4|6|7|8|9|10,4,0.80625
9,54,0|1|2|3|4|6|8|9|10,0,0.6729323308270676
9,54,0|1|2|3|4|6|8|9|10,1,0.606060606060606
9,54,0|1|2|3|4|6|8|9|10,2,0.6428571428571428
9,54,0|1|2|3|4|6|8|9|10,3,0.625
9,54,0|1|2|3|4|6|8|9|10,4,0.8303030303030303
9,55,1|2|3|4|5|6|8|9|10,0,0.8523809523809525
9,55,1|2|3|4|5|6|8|9|10,1,0.7047619047619047
9,55,1|2|3|4|5|6|8|9|10,2,0.925
9,55,1|2|3|4|5|6|8|9|10,3,0.8757575757575757
9,55,1|2|3|4|5|6|8|9|10,4,0.9444444444444444
9,56,0|1|3|4|5|6|7|8|9,0,0.5357142857142857
9,56,0|1|3|4|5|6|7|8|9,1,0.7261904761904762
9,56,0|1|3|4|5|6|7|8|9,2,0.7973856209150327
9,56,0|1|3|4|5|6|7|8|9,3,0.7181818181818183
9,56,0|1|3|4|5|6|7|8|9,4,0.6190476190476191
9,57,0|1|2|3|4|5|6|8|9,0,0.6538461538461539
9,57,0|1|2|3|4|5|6|8|9,1,0.6538461538461539
9,57,0|1|2|3|4|5|6|8|9,2,0.5486111111111112
9,57,0|1|2|3|4|5|6|8|9,3,0.6166666666666667
9,57,0|1|2|3|4|5|6|8|9,4,0.6541353383458646
9,58,0|1|3|4|5|7|8|9|10,0,0.7450980392156863
9,58,0|1|3|4|5|7|8|9|10,1,0.5333333333333333
9,58,0|1|3|4|5|7|8|9|10,2,0.706060606060606
9,58,0|1|3|4|5|7|8|9|10,3,0.4818181818181818
9,58,0|1|3|4|5|7|8|9|10,4,0.7745098039215685
9,59,0|1|2|3|4|5|6|8|10,0,0.5625
9,59,0|1|2|3|4|5|6|8|10,1,0.79375
9,59,0|1|2|3|4|5|6|8|10,2,0.7261904761904762
9,59,0|1|2|3|4|5|6|8|10,3,0.5583333333333333
9,59,0|1|2|3|4|5|6|8|10,4,0.74375
9,60,1|2|3|4|5|6|7|9|10,0,0.9166666666666667
9,60,1|2|3|4|5|6|7|9|10,1,0.8856209150326797
9,60,1|2|3|4|5|6|7|9|10,2,0.9705882352941176
9,60,1|2|3|4|5|6|7|9|10,3,0.8846153846153846
9,60,1|2|3|4|5|6|7|9|10,4,0.9210526315789473
9,61,0|1|3|4|5|6|7|9|10,0,0.7738095238095238
9,61,0|1|3|4|5|6|7|9|10,1,0.7424242424242424
9,61,0|1|3|4|5|6|7|9|10,2,0.7321428571428572
9,61,0|1|3|4|5|6|7|9|10,3,0.8006535947712419
9,61,0|1|3|4|5|6|7|9|10,4,0.9
9,62,0|1|2|3|4|5|7|8|10,0,0.7291666666666667
9,62,0|1|2|3|4|5|7|8|10,1,0.4722222222222222
9,62,0|1|2|3|4|5|7|8|10,2,0.7380952380952381
9,62,0|1|2|3|4|5|7|8|10,3,0.39375
9,62,0|1|2|3|4|5|7|8|10,4,0.7797619047619048
9,63,0|2|3|4|5|6|7|9|10,0,0.6904761904761905
9,63,0|2|3|4|5|6|7|9|10,1,0.8212121212121212
9,63,0|2|3|4|5|6|7|9|10,2,0.8878787878787879
9,63,0|2|3|4|5|6|7|9|10,3,0.7745098039215685
9,63,0|2|3|4|5|6|7|9|10,4,0.8869047619047619
9,64,0|1|2|3|5|6|7|8|10,0,0.59375
9,64,0|1|2|3|5|6|7|8|10,1,0.5952380952380952
9,64,0|1|2|3|5|6|7|8|10,2,0.6130952380952381
9,64,0|1|2|3|5|6|7|8|10,3,0.5125
9,64,0|1|2|3|5|6|7|8|10,4,0.6727272727272727
9,65,0|1|2|3|6|7|8|9|10,0,0.6278195488721805
9,65,0|1|2|3|6|7|8|9|10,1,0.5545454545454546
9,65,0|1|2|3|6|7|8|9|10,2,0.7125
9,65,0|1|2|3|6|7|8|9|10,3,0.6625
9,65,0|1|2|3|6|7|8|9|10,4,0.675
9,66,0|2|3|4|5|6|7|8|9,0,0.5833333333333333
9,66,0|2|3|4|5|6|7|8|9,1,0.6488095238095238
9,66,0|2|3|4|5|6|7|8|9,2,0.8611111111111112
9,66,0|2|3|4|5|6|7|8|9,3,0.5575757575757576
9,66,0|2|3|4|5|6|7|8|9,4,0.74375
9,67,0|1|2|3|4|6|7|8|9,0,0.75
9,67,0|1|2|3|4|6|7|8|9,1,0.6
9,67,0|1|2|3|4|6|7|8|9,2,0.7013888888888888
9,67,0|1|2|3|4|6|7|8|9,3,0.4916666666666667
9,67,0|1|2|3|4|6|7|8|9,4,0.7013888888888888
9,68,0|1|3|4|5|6|7|8|10,0,0.7181818181818183
9,68,0|1|3|4|5|6|7|8|10,1,0.630718954248366
9,68,0|1|3|4|5|6|7|8|10,2,0.7307692307692308
9,68,0|1|3|4|5|6|7|8|10,3,0.8303030303030303
9,68,0|1|3|4|5|6|7|8|10,4,0.7848484848484849
9,69,0|2|3|4|5|6|8|9|10,0,0.5784313725490196
9,69,0|2|3|4|5|6|8|9|10,1,0.6729323308270676
9,69,0|2|3|4|5|6|8|9|10,2,0.7797619047619048
9,69,0|2|3|4|5|6|8|9|10,3,0.606060606060606
9,69,0|2|3|4|5|6|8|9|10,4,0.8846153846153846
9,70,0|1|2|3|4|5|6|7|8,0,0.6153846153846154
9,70,0|1|2|3|4|5|6|7|8,1,0.7181818181818183
9,70,0|1|2|3|4|5|6|7|8,2,0.7666666666666666
9,70,0|1|2|3|4|5|6|7|8,3,0.5
9,70,0|1|2|3|4|5|6|7|8,4,0.6992481203007519
9,71,0|1|2|3|4|5|7|8|9,0,0.6181818181818182
9,71,0|1|2|3|4|5|7|8|9,1,0.5848484848484848
9,71,0|1|2|3|4|5|7|8|9,2,0.7361111111111112
9,71,0|1|2|3|4|5|7|8|9,3,0.3625
9,71,0|1|2|3|4|5|7|8|9,4,0.5980392156862745
9,72,1|2|4|5|6|7|8|9|10,0,0.8916666666666666
9,72,1|2|4|5|6|7|8|9|10,1,0.725
9,72,1|2|4|5|6|7|8|9|10,2,0.6285714285714286
9,72,1|2|4|5|6|7|8|9|10,3,0.8416666666666667
9,72,1|2|4|5|6|7|8|9|10,4,0.9791666666666667
9,73,0|1|2|3|4|5|6|7|8,0,0.6153846153846154
9,73,0|1|2|3|4|5|6|7|8,1,0.7181818181818183
9,73,0|1|2|3|4|5|6|7|8,2,0.7666666666666666
9,73,0|1|2|3|4|5|6|7|8,3,0.5
9,73,0|1|2|3|4|5|6|7|8,4,0.6992481203007519
9,74,0|2|3|4|5|6|7|9|10,0,0.6904761904761905
9,74,0|2|3|4|5|6|7|9|10,1,0.8212121212121212
9,74,0|2|3|4|5|6|7|9|10,2,0.8878787878787879
9,74,0|2|3|4|5|6|7|9|10,3,0.7745098039215685
9,74,0|2|3|4|5|6|7|9|10,4,0.8869047619047619
9,75,0|1|2|3|4|5|6|9|10,0,0.7692307692307693
9,75,0|1|2|3|4|5|6|9|10,1,0.7440476190476191
9,75,0|1|2|3|4|5|6|9|10,2,0.7515151515151515
9,75,0|1|2|3|4|5|6|9|10,3,0.6931818181818181
9,75,0|1|2|3|4|5|6|9|10,4,0.7757575757575758
9,76,0|1|2|3|5|6|7|8|10,0,0.59375
9,76,0|1|2|3|5|6|7|8|10,1,0.5952380952380952
9,76,0|1|2|3|5|6|7|8|10,2,0.6130952380952381
9,76,0|1|2|3|5|6|7|8|10,3,0.5125
9,76,0|1|2|3|5|6|7|8|10,4,0.6727272727272727
9,77,1|3|4|5|6|7|8|9|10,0,0.6416666666666666
9,77,1|3|4|5|6|7|8|9|10,1,0.5795454545454546
9,77,1|3|4|5|6|7|8|9|10,2,0.6761904761904762
9,77,1|3|4|5|6|7|8|9|10,3,0.6416666666666666
9,77,1|3|4|5|6|7|8|9|10,4,0.8333333333333333
9,78,0|1|2|3|4|5|7|8|9,0,0.6181818181818182
9,78,0|1|2|3|4|5|7|8|9,1,0.5848484848484848
9,78,0|1|2|3|4|5|7|8|9,2,0.7361111111111112
9,78,0|1|2|3|4|5|7|8|9,3,0.3625
9,78,0|1|2|3|4|5|7|8|9,4,0.5980392156862745
9,79,2|3|4|5|6|7|8|9|10,0,0.4772727272727273
9,79,2|3|4|5|6|7|8|9|10,1,0.7045454545454546
9,79,2|3|4|5|6|7|8|9|10,2,0.8333333333333333
9,79,2|3|4|5|6|7|8|9|10,3,0.5916666666666667
9,79,2|3|4|5|6|7|8|9|10,4,0.8523809523809525
9,80,0|1|2|3|4|5|8|9|10,0,0.5694444444444444
9,80,0|1|2|3|4|5|8|9|10,1,0.5
9,80,0|1|2|3|4|5|8|9|10,2,0.7797619047619048
9,80,0|1|2|3|4|5|8|9|10,3,0.43125
9,80,0|1|2|3|4|5|8|9|10,4,0.8571428571428572
9,81,0|1|2|3|4|5|6|7|8,0,0.6153846153846154
9,81,0|1|2|3|4|5|6|7|8,1,0.7181818181818183
9,81,0|1|2|3|4|5|6|7|8,2,0.7666666666666666
9,81,0|1|2|3|4|5|6|7|8,3,0.5
9,81,0|1|2|3|4|5|6|7|8,4,0.6992481203007519
9,82,0|1|2|4|5|7|8|9|10,0,0.803921568627451
9,82,0|1|2|4|5|7|8|9|10,1,0.7255639097744361
9,82,0|1|2|4|5|7|8|9|10,2,0.5939393939393939
9,82,0|1|2|4|5|7|8|9|10,3,0.5272727272727272
9,82,0|1|2|4|5|7|8|9|10,4,0.6388888888888888
9,83,0|2|3|4|5|6|8|9|10,0,0.5784313725490196
9,83,0|2|3|4|5|6|8|9|10,1,0.6729323308270676
9,83,0|2|3|4|5|6|8|9|10,2,0.7797619047619048
9,83,0|2|3|4|5|6|8|9|10,3,0.606060606060606
9,83,0|2|3|4|5|6|8|9|10,4,0.8846153846153846
9,84,0|2|3|4|5|7|8|9|10,0,0.68796992481203
9,84,0|2|3|4|5|7|8|9|10,1,0.5333333333333333
9,84,0|2|3|4|5|7|8|9|10,2,0.5952380952380952
9,84,0|2|3|4|5|7|8|9|10,3,0.43939393939393934
9,84,0|2|3|4|5|7|8|9|10,4,0.796969696969697
9,85,1|2|3|4|5|6|7|9|10,0,0.9166666666666667
9,85,1|2|3|4|5|6|7|9|10,1,0.8856209150326797
9,85,1|2|3|4|5|6|7|9|10,2,0.9705882352941176
9,85,1|2|3|4|5|6|7|9|10,3,0.8846153846153846
9,85,1|2|3|4|5|6|7|9|10,4,0.9210526315789473
9,86,0|1|3|4|6|7|8|9|10,0,0.7083333333333333
9,86,0|1|3|4|6|7|8|9|10,1,0.70625
9,86,0|1|3|4|6|7|8|9|10,2,0.6848484848484848
9,86,0|1|3|4|6|7|8|9|10,3,0.6878787878787879
9,86,0|1|3|4|6|7|8|9|10,4,0.80625
9,87,1|2|3|4|5|6|7|8|9,0,0.7083333333333333
9,87,1|2|3|4|5|6|7|8|9,1,0.7375
9,87,1|2|3|4|5|6|7|8|9,2,0.8333333333333333
9,87,1|2|3|4|5|6|7|8|9,3,0.8545454545454545
9,87,1|2|3|4|5|6|7|8|9,4,0.7636363636363637
9,88,1|2|3|4|5|6|8|9|10,0,0.8523809523809525
9,88,1|2|3|4|5|6|8|9|10,1,0.7047619047619047
9,88,1|2|3|4|5|6|8|9|10,2,0.925
9,88,1|2|3|4|5|6|8|9|10,3,0.8757575757575757
9,88,1|2|3|4|5|6|8|9|10,4,0.9444444444444444
9,89,0|1|2|3|4|7|8|9|10,0,0.5095238095238095
9,89,0|1|2|3|4|7|8|9|10,1,0.434640522875817
9,89,0|1|2|3|4|7|8|9|10,2,0.7738095238095238
9,89,0|1|2|3|4|7|8|9|10,3,0.45
9,89,0|1|2|3|4|7|8|9|10,4,0.7307692307692308
9,90,0|1|2|4|5|6|8|9|10,0,0.7636363636363637
9,90,0|1|2|4|5|6|8|9|10,1,0.7124183006535948
9,90,0|1|2|4|5|6|8|9|10,2,0.5393939393939393
9,90,0|1|2|4|5|6|8|9|10,3,0.8090909090909091
9,90,0|1|2|4|5|6|8|9|10,4,0.775
9,91,0|1|2|3|5|7|8|9|10,0,0.4930555555555556
9,91,0|1|2|3|5|7|8|9|10,1,0.44375
9,91,0|1|2|3|5|7|8|9|10,2,0.64375
9,91,0|1|2|3|5|7|8|9|10,3,0.40476190476190477
9,91,0|1|2|3|5|7|8|9|10,4,0.6895424836601307
9,92,0|2|3|5|6|7|8|9|10,0,0.7189542483660131
9,92,0|2|3|5|6|7|8|9|10,1,0.49090909090909096
9,92,0|2|3|5|6|7|8|9|10,2,0.65625
9,92,0|2|3|5|6|7|8|9|10,3,0.5969696969696969
9,92,0|2|3|5|6|7|8|9|10,4,0.6666666666666667
9,93,0|3|4|5|6|7|8|9|10,0,0.5875
9,93,0|3|4|5|6|7|8|9|10,1,0.7416666666666667
9,93,0|3|4|5|6|7|8|9|10,2,0.7848484848484849
9,93,0|3|4|5|6|7|8|9|10,3,0.5125
9,93,0|3|4|5|6|7|8|9|10,4,0.7222222222222222
9,94,0|2|3|4|5|6|8|9|10,0,0.5784313725490196
9,94,0|2|3|4|5|6|8|9|10,1,0.6729323308270676
