# of predictors,i,predictors,fold,mcc
2,107,6|7,4,0.48311028268676065
2,108,1|3,0,0.22824095483457055
2,108,1|3,1,0.2345787158142091
2,108,1|3,2,0.3487336995594646
2,108,1|3,3,0.20661551153014437
2,108,1|3,4,0.4112489110333541
2,109,5|9,0,0.2977308511240907
2,109,5|9,1,0.32591793686653514
2,109,5|9,2,0.3373487100682424
2,109,5|9,3,0.0725999912707851
2,109,5|9,4,0.340661427170692
2,110,6|10,0,0.16119466625418058
2,110,6|10,1,0.2268907596390948
2,110,6|10,2,0.3269674851672177
2,110,6|10,3,-0.059869292356187084
2,110,6|10,4,0.262436420077877
2,111,5|9,0,0.2977308511240907
2,111,5|9,1,0.32591793686653514
2,111,5|9,2,0.3373487100682424
2,111,5|9,3,0.0725999912707851
2,111,5|9,4,0.340661427170692
2,112,4|7,0,0.19538712238500955
2,112,4|7,1,0.22719258598820255
2,112,4|7,2,0.1964174946591233
2,112,4|7,3,0.3411551381824127
2,112,4|7,4,0.5151900532404451
2,113,0|5,0,0.20930802485454048
2,113,0|5,1,0.24292704886982625
2,113,0|5,2,0.3971854868387004
2,113,0|5,3,-0.060566163587268844
2,113,0|5,4,0.3754791153518414
2,114,2|8,0,0.334652066077262
2,114,2|8,1,0.1478625207114137
2,114,2|8,2,0.36473772562015855
2,114,2|8,3,0.3076564538980068
2,114,2|8,4,0.47373931887198817
2,115,0|9,0,0.25073959760668413
2,115,0|9,1,0.2866581049746528
2,115,0|9,2,0.40245701366004333
2,115,0|9,3,-0.10129168737870824
2,115,0|9,4,0.4242640687119285
2,116,7|8,0,0.29095718698132317
2,116,7|8,1,0.2232952478719928
2,116,7|8,2,0.18499891602515212
2,116,7|8,3,0.18735992234901797
2,116,7|8,4,0.39260951177856473
2,117,0|6,0,0.31629103055003405
2,117,0|6,1,0.11202111665724689
2,117,0|6,2,0.37225071144498134
2,117,0|6,3,0.011179870326473254
2,117,0|6,4,0.41534391534391535
2,118,2|8,0,0.334652066077262
2,118,2|8,1,0.1478625207114137
2,118,2|8,2,0.36473772562015855
2,118,2|8,3,0.3076564538980068
2,118,2|8,4,0.47373931887198817
2,119,3|5,0,0.24903559539234713
2,119,3|5,1,0.20510731139453106
2,119,3|5,2,0.4519872154580671
2,119,3|5,3,0.14721171785959625
2,119,3|5,4,0.468900976846915
2,120,2|7,0,0.385006278487256
2,120,2|7,1,0.2953269258571919
2,120,2|7,2,0.3847123307304155
2,120,2|7,3,0.44379669164255897
2,120,2|7,4,0.6004325171766376
2,121,8|10,0,0.2548509505142025
2,121,8|10,1,0.34207444419765465
2,121,8|10,2,0.5664093865889943
2,121,8|10,3,0.09980541635777128
2,121,8|10,4,0.44421088265673625
2,122,7|10,0,0.061865270517993724
2,122,7|10,1,0.24813516777265204
2,122,7|10,2,0.2566221217937553
2,122,7|10,3,0.03675948925103043
2,122,7|10,4,0.3095116361226854
2,123,5|9,0,0.2977308511240907
2,123,5|9,1,0.32591793686653514
2,123,5|9,2,0.3373487100682424
2,123,5|9,3,0.0725999912707851
2,123,5|9,4,0.340661427170692
2,124,6|8,0,0.2902457902226609
2,124,6|8,1,0.27009724765160487
2,124,6|8,2,0.4522150818395613
2,124,6|8,3,-0.012108986992412068
2,124,6|8,4,0.5102496096121558
2,125,3|9,0,0.4435789982377712
2,125,3|9,1,0.29293518254148
2,125,3|9,2,0.3105295017040594
2,125,3|9,3,0.05679618342470648
2,125,3|9,4,0.5072960290039953
2,126,4|5,0,0.20749832663314555
2,126,4|5,1,0.2611188273421447
2,126,4|5,2,0.4014775342734831
2,126,4|5,3,0.2317793730385421
2,126,4|5,4,0.4949388673369976
2,127,0|6,0,0.31629103055003405
2,127,0|6,1,0.11202111665724689
2,127,0|6,2,0.37225071144498134
2,127,0|6,3,0.011179870326473254
2,127,0|6,4,0.41534391534391535
2,128,4|7,0,0.19538712238500955
2,128,4|7,1,0.22719258598820255
2,128,4|7,2,0.1964174946591233
2,128,4|7,3,0.3411551381824127
2,128,4|7,4,0.5151900532404451
2,129,1|8,0,0.2587982160565464
2,129,1|8,1,0.14907119849998599
2,129,1|8,2,0.38890872965260115
2,129,1|8,3,0.27226234858230686
2,129,1|8,4,0.5428506101102081
2,130,3|9,0,0.4435789982377712
2,130,3|9,1,0.29293518254148
2,130,3|9,2,0.3105295017040594
2,130,3|9,3,0.05679618342470648
2,130,3|9,4,0.5072960290039953
2,131,2|6,0,0.3390839092163114
2,131,2|6,1,0.12900137616901872
2,131,2|6,2,0.4170158568020597
2,131,2|6,3,0.22786320850686884
2,131,2|6,4,0.5279144431457569
2,132,7|8,0,0.29095718698132317
2,132,7|8,1,0.2232952478719928
2,132,7|8,2,0.18499891602515212
2,132,7|8,3,0.18735992234901797
2,132,7|8,4,0.39260951177856473
2,133,6|10,0,0.16119466625418058
2,133,6|10,1,0.2268907596390948
2,133,6|10,2,0.3269674851672177
2,133,6|10,3,-0.059869292356187084
2,133,6|10,4,0.262436420077877
2,134,2|8,0,0.334652066077262
2,134,2|8,1,0.1478625207114137
2,134,2|8,2,0.36473772562015855
2,134,2|8,3,0.3076564538980068
2,134,2|8,4,0.47373931887198817
2,135,4|10,0,0.40994579587496144
